ID	AUTHOR	YEAR	LIST_SUFFIX	ITEMS	TAGS	SOURCE_LANGUAGE	TARGET_LANGUAGE	URL	REFS	PDF	NOTE	PAGES	ALIAS
Bennett-1976-50b	Bennett, Patrick R.	1976	b	50	areal	English	Bantu		Bennet1976		This list was created to carry out lexicostatistical studies of Bantu languages. This subset of the [complete list](:ref:Bennett-1976-100) contains only verbs.	166f	
Grollemund-2015-100	Grollemund, Rebecca and Branford, Simon and Bostoen, Koen and Meade, Andrew and Venditti, Chris and Pagel, Mark	2015		100	basic	English, French	Bantu	http://www.pnas.org/content/suppl/2015/09/10/1503793112.DCSupplemental/pnas.1503793112.sd01.xlsx	Grollemund2015		This list contains 100 concept labels which are quite different from traditionally used lists based on the first concept lists produced by Swadesh ([1955](:ref:Swadesh-1955-100) and [1952](:ref:Swadesh-1952-200). The concept list itself is not given in the article but provided in the supplementary material.		
TeilDautrey-2008-430	Teil-Dautrey, Gisèle	2008		430	questionnaire	English	Bantu	https://abvd.shh.mpg.de/bantu/	Greenhill2008	Greenhill2008	The numbering of the concept list indicates 434 concepts in total. However, in our count and in the count on the website, only 430 items seem to have been defined. To our knowledge, there is no printed publication of the list of concepts. When mapping the concepts to the concepticon, we hade some problems in finding the correct mapping for quite a few concepts. So until we have carried out a proper re-checking of the data, asking the original authors of the concept list for help, the results of this mapping should be taken with a considerable amount of care. Since the [BBVD](https://abvd.shh.mpg.de/bantu/) was launched around the first time the [ABVD](https://abvd.shh.mpg.de/austronesian/) was launched, we assign this source the same year in the reference as we assigned the [ABVD](https://abvd.shh.mpg.de/austronesian/).		
Ogden-1930-100	Ogden, Charles Kay	1930		100	basic	English	Basic English	http://www2.educ.fukushima-u.ac.jp/~ryota/word-list.html	Ogden1930		This is the «operational» part of Ogden's 850 words of Basic English, and we add it in addition to the [picturable part](:ref:Ogden-1930-200). Note that we failed to link quite a few of the words since they are not easy to be understood as concepts but rather as function words. Feel free to suggest revisions if you are not content with our current linking.		
Ogden-1930-200	Ogden, Charles Kay	1930		200	basic	English	Basic English	https://simple.wikipedia.org/wiki/Wikipedia:Basic_English_picture_wordlist	Ogden1930		This is but one part of the famous 850 words of Ogden's «Basic English», which was intended to present a way to simplify English serving as a lingua franca. The original source could, unfortunately not be obtained, and so we only list 200 of the 850 words by Ogden, which we find interesting, since the author labelled them as «picturable words», thus these words are supposed to be very concrete, and we provide additional links to representative images taking from the Simple English version of Wikipedia. Note that not all of the 200 words are listed on this page, with two words missing, so we added them and marked them by an asterisk to annotate that the image links do not originally stem from the page we give in the URL.		
Forni-2013-201	Forni, Gianfranco	2013		201	stable	English,Basque	Basque,Indo-European		Forni2013	Forni2013	This list is supposed to represent non-borrowed parts of Basque basic vocabulary. Since the list itself was based on reconstructions of Proto-Basque, it contains rather fuzzy concept labels which were not easy to resolve. To our knowledge, the list was created independently of any alternative work on concept lists, like, e.g., the work by Morris Swadesh.	98-103	
Mitterhofer-2013-95	Mitterhofer, Bernadette	2013		95	areal	English	Bena dialects		Mitterhofer2013	Mitterhofer2013	This is the short concept list used for a dialect survey of Bena dialects. Note that two items of the list are labeled as *a* and *b* respectively, which is why the real number of concept labels is not 94 but 95 items. Compare also the [long list of 300 items](:ref:Mitterhofer-2013-300) which partially overlaps with this short list, and the [combined list of 355 items](:ref:Mitterhofer-2013-355) by the same author.	81-105	Mitterhofer-2013-94
Mitterhofer-2013-355	Mitterhofer, Bernadette	2013		355	questionnaire	English	Bena dialects		Mitterhofer2013	Mitterhofer2013	This is the combined concept list used for a dialect survey of Bena dialects. It is the merger of two separate concept list, one [long list of 300 items](:ref:Mitterhofer-2013-300), and one [short list of 95 items](:ref:Mitterhofer-2013-355) by the same author.	81-105	
Mitterhofer-2013-300	Mitterhofer, Bernadette	2013		300	questionnaire	English	Bena dialects		Mitterhofer2013	Mitterhofer2013	This is the long concept list used for a dialect survey of Bena dialects. Note that two items of the list are labeled as *a* and *b* respectively, which is why the real number of concept labels is not 94 but 95 items. Compare also the [short list of 95 items](:ref:Mitterhofer-2013-95) which partially overlaps with this long list, and the [combined list of 355 items](:ref:Mitterhofer-2013-355) by the same author.	81-105	
Luqman-2010-65	Luqman, Hirzi	2010		65	areal	English	Bornean (Austronesian)		Luqman2010	Luqman2010	This concept list consists of a small selection of the [Austronesian Basic Vocabulary List](:ref:Blust-2008-210). The compiler lists different reasons for shortening the list for his phylogenetic study on Bornean languages, like *resistance to borrowing*, *distinctness of the meaning*, and gaps in the data. The compiler states that there are 64 items in the data and counts them accordingly. However, there is a counting error, since the item whith the number 27 is missing in the second table of the appendix. Judging from the first table, it should be «mother». Furthermore, the item «Tongue» is listed in the second table, but not in the first one, while «grass», listed in the first table, does not occur in the second one. We marked these three cases of inconsistencies with an asterisk in the gloss.	A2f	
Mann-1998-406	Mann, Noel Walter	1998		406	areal,questionnaire	English	Burmish languages		Mann1998	Mann1998	This list was used to reconstruct Proto-North-Western Burmish, based on a comparison of several Burmish languages. The concept list itself is a 406 item list that was apparently created by the [SIL](http://sil.org) project as a specificic concept list for South-East Asia. This list itself exists in different versions, with the most recent one consisting of [436 items](:ref:SIL-2002-436). This latest list, however, is essentially identical with the earlier 406 item list, with only 30 additional concepts added in the end. Mann's concept list of 406 items is not complete, since he did not find forms for all of the words in the Burmish languages. Those forms are marked with an asterisk in our representation.	126-133	
Kraft-1981-434	Kraft, Charles H.	1981		434	questionnaire	English, Hausa	Chadic		Kraft1981	Kraft1981	A large conceptlist of 434 basic concepts compiled for the study of Chadic languages.	01. Jun	
Lin-2010-89	Lín, Tiānsòng 林天送 and Fàn, Yíng 范莹	2010		89	areal	Chinese, English	Chinese		Lin2010	Lin2010	This is a shortened version of the 100-item list by [Swadesh (1955)](:ref:Swadesh-1955-100). Serving as a basis for a lexicostatistical study of 16 Mǐn dialects, the author discarded 11 items («all» 全部, «bark» 樹皮, «hair» 頭髮, «hair», «knee» 膝蓋, «neck» 脖子, «swim» 游泳, «we» 我們, «what» 設么, «who» 誰, «man» 男人, and «woman» 女人), for the reason that these words had the tendency to belong to borrowed layers in the dialects.	667-669	
Zheng-2007-86	Zhēng, Chūnlán 郑春兰	2007		86	areal	Chinese	Chinese		Zheng2007	Zheng2007	This is conceptlist was used to study basic words in the Oracle Bone inscriptions. The wordlist itself is originally based on the list by [Swadesh (1955)](:ref:Swadesh-1955-100), but the author discarded the function words in the analysis and used also certain translations which diverge from the concepts originally proposed by Swadesh. Thus, instead of «to know» Zhēng uses «to understand» (Chinese *dǒng* 懂), and Chinese *rè* 熱 is better translated as «hot» than as «warm». In addition, Zhēng also offers semantic categories for the 86 concepts.	68	
Norman-2003-40	Norman, Jerry	2003		40	areal	English, Chinese	Chinese		Norman2003	Norman2003	This list of 40 items was proposed as a diagnostic test list to check whether a language belongs to the group of Sinitic languages or not. Note that what is labelled as «common chinese» in the list is a reconstruction system similar to that of Middle Chinese, but -- according to J. Norman -- less biased by the character readings of the traditional rhyme dictionaries published around 600 AD.	74f	
Wang-2006-200	Wang, Feng	2006		200	basic	Chinese, English	Chinese		Hamed2006		This is a very close rendering of [Swadesh's traditional list of 200 items](:ref:Swadesh-1952-200), yet since it was designed as a testlist for Chinese dialects, there are some slight deviations from the original (compare, for example, the items for «hot», but also «dull» which is erroneously translated as «stupid»). Note that the data itself does not appear in any source, but was kindly provided by one of the authors.		
