ID	NUMBER	ENGLISH	ENGLISH_GLOSS	FRENCH_GLOSS	CONCEPTICON_ID	CONCEPTICON_GLOSS
Gravina-2014-1611-1231	1231	she-goat, nanny goat	she-goat, nanny goat	chèvre (femelle)	2476	FEMALE GOAT
Gravina-2014-1611-1232	1232	sheep	sheep	brebis // mouton	1331	SHEEP
Gravina-2014-1611-1233	1233	shell (groundnuts) (v)	shell (groundnuts) (v)	décortiquer (arachides)	3660	SHELL (SOMETHING)
Gravina-2014-1611-1234	1234	shell (of groundnut)	shell (of groundnut)	coquille (d'arachide)		
Gravina-2014-1611-1235	1235	shell (of turtle)	shell (of turtle)	carapace (de tortue)	598	SHELL
Gravina-2014-1611-1236	1236	shield (n)	shield (n)	bouclier	1064	SHIELD
Gravina-2014-1611-1237	1237	shin	shin	tibia	186	SHIN
Gravina-2014-1611-1238	1238	shine	shine	briller // briller; faire jour	708	SHINE
Gravina-2014-1611-1239	1239	shirt	shirt	chemise	1622	SHIRT
Gravina-2014-1611-1240	1240	shiver, tremble	shiver, tremble	frissonner, trembler	52	SHIVER
Gravina-2014-1611-1241	1241	shoe	shoe	chaussure // chaussure ; babouche // soulier	1381	SHOE
Gravina-2014-1611-1242	1242	shoot	shoot	pousse, rejeton // tirer // tirer (une arme)	1172	SHOOT
Gravina-2014-1611-1243	1243	short	short	court // court; court de longueur // court; court en taille // court; mince // petit // très court et gros	1645	SHORT
Gravina-2014-1611-1244	1244	shorten	shorten	raccourcir		
Gravina-2014-1611-1245	1245	shoulder	shoulder	epaule // épaule	1482	SHOULDER
Gravina-2014-1611-1246	1246	shoulder blade	shoulder blade	omoplate	172	SHOULDERBLADE
Gravina-2014-1611-1247	1247	shout (v)	shout (v)	hurler, parler fort	715	SHOUT
Gravina-2014-1611-1248	1248	show	show	indiquer; montrer // montrer // montrer en présentant	1039	SHOW
Gravina-2014-1611-1249	1249	shut (tr)	shut (tr)	fermer (une porte)	1046	SHUT
Gravina-2014-1611-1250	1250	sickle	sickle	faucille	341	SICKLE
Gravina-2014-1611-1251	1251	side	side	côté	682	SIDE
Gravina-2014-1611-1252	1252	side (of body)	side (of body)	côté (du corps), flanc	3344	SIDE (BODY)
Gravina-2014-1611-1253	1253	side (of something)	side (of something)	côté	682	SIDE
Gravina-2014-1611-1254	1254	silk, hair (of maize)	silk, hair (of maize)	"poils, ""barbe"" (de maïs) // poils, 'barbe'de maïs"	1641	SILK
Gravina-2014-1611-1255	1255	silver	silver	argent	759	SILVER
Gravina-2014-1611-1256	1256	sin	sin	pécher // péché	2971	SIN
Gravina-2014-1611-1257	1257	sing	sing	chanter	1261	SING
Gravina-2014-1611-1258	1258	singe	 // singe	brûler légèrement, roussir // singe	3698	SINGE
Gravina-2014-1611-1259	1259	sink (v)	sink (v)	couler, sombrer	1088	SINK (DESCEND)
Gravina-2014-1611-1260	1260	sister-in-law	sister-in-law	belle soeur // belle-sœur	2317	SISTER-IN-LAW
Gravina-2014-1611-1261	1261	sit	sit	s'asseoir	1416	SIT
Gravina-2014-1611-1262	1262	six	 // six	six	1703	SIX
Gravina-2014-1611-1263	1263	six (6)	six (6)	six // six (6)	1703	SIX
Gravina-2014-1611-1264	1264	sixteen (16)	sixteen (16)	seize (16)	2454	SIXTEEN
Gravina-2014-1611-1265	1265	sixty (60)	sixty (60)	soixante (60)	1718	SIXTY
Gravina-2014-1611-1266	1266	skeleton	skeleton	collection_de_squelettes // squelette	2668	SKELETON
Gravina-2014-1611-1267	1267	skin	skin	dépouiller // dépouiller ; écorcher // peau // pelant (peau); muant (peau) // écorcher // égorger	763	SKIN
Gravina-2014-1611-1268	1268	skin (animal) (v)	skin (animal) (v)	peau (d'animal) // écorcher (peau d'animal)	2614	SKIN (ANIMAL)
Gravina-2014-1611-1269	1269	skin (of fruit)	skin (of fruit)	peau, pelure (de fruit)	2373	SKIN (OF FRUIT)
Gravina-2014-1611-1270	1270	skin (of man)	skin (of man)	peau (d'homme)	2613	SKIN (HUMAN)
Gravina-2014-1611-1271	1271	skull	skull	crâne	1605	SKULL
Gravina-2014-1611-1272	1272	sky	sky	ciel	1732	SKY
Gravina-2014-1611-1273	1273	slander (v)	slander (v)	calomnier	3641	SLANDER
Gravina-2014-1611-1274	1274	slap	slap	gifle // gifler	3160	SLAP
Gravina-2014-1611-1275	1275	slaughter, kill (animal for butchering)	slaughter, kill (animal for butchering)	abattre (un animal) // égorger, abattre (un animal)	1796	SLAUGHTER
Gravina-2014-1611-1276	1276	slave	slave	esclave	812	SLAVE
Gravina-2014-1611-1277	1277	sleep	sleep	dormir // dormir ; sommeiller_se // passer la nuit ; rester à dormir // sommeil	1585	SLEEP
Gravina-2014-1611-1278	1278	sleep (v)	sleep (v)	dormir	1585	SLEEP
Gravina-2014-1611-1279	1279	slice	slice	trancher	2954	SLICE
Gravina-2014-1611-1280	1280	slip	slip	glisser // glisser ; échapper ; dépasser // slip	1324	SLIP
Gravina-2014-1611-1281	1281	small	small	petit	1246	SMALL
Gravina-2014-1611-1282	1282	small drum	small drum	petit tambour // petit tambour, tam-tam // tamtam_en_général		
Gravina-2014-1611-1283	1283	small of back	small of back	creux des reins	3613	LOWER BACK
Gravina-2014-1611-1284	1284	smear (tr)	smear (tr)	enduire	364	SMEAR
Gravina-2014-1611-1285	1285	smell (v)	smell (v)	sentir	2124	SMELL
Gravina-2014-1611-1286	1286	smile	smile	sourire	1451	SMILE
Gravina-2014-1611-1287	1287	smithing	smithing	le forger // le forgeron	288	FORGE
Gravina-2014-1611-1288	1288	smoke	smoke	fumer // fumer, brûler // fumé // fumée	778	SMOKE (EXHAUST)
Gravina-2014-1611-1289	1289	smoke (tobacco) (v)	smoke (tobacco) (v)	fumer (tabac)		
Gravina-2014-1611-1290	1290	snail	snail	escargot	1543	SNAIL
Gravina-2014-1611-1291	1291	snake	snake	(serpent) // serpent // serpent (en générale) // serpent (nom gén.) // serpent (type) // serpent_inoffensif	730	SNAKE
Gravina-2014-1611-1292	1292	snatch	snatch	arracher // saisir, arracher // saisir, arracher [voir 0874]	855	SEIZE
Gravina-2014-1611-1293	1293	sneeze	sneeze	éternue // éternuement // éternuer		
Gravina-2014-1611-1294	1294	sneeze (v)	sneeze (v)	éternuer	1621	SNEEZE
Gravina-2014-1611-1295	1295	snore	snore	ronfler	1983	SNORE
Gravina-2014-1611-1296	1296	soak	soak	(faire) tremper // mouiller // tremper	2069	SOAK (VERB)
Gravina-2014-1611-1297	1297	soar	soar	planer		
Gravina-2014-1611-1298	1298	soften	soften	amollir		
Gravina-2014-1611-1299	1299	soldier	soldier	gendarme; militaire // soldat	1941	SOLDIER
Gravina-2014-1611-1300	1300	sole	sole	plante du pied	2666	SOLE (FOOT)
Gravina-2014-1611-1301	1301	some (men)	some (men)	quelques (messieurs)	1241	SOME
Gravina-2014-1611-1302	1302	sometimes	sometimes	parfois // quelque fois // quelque_fois // quelquefois, parfois	1544	SOMETIMES
Gravina-2014-1611-1303	1303	son	 // son	fils // son	1620	SON
Gravina-2014-1611-1304	1304	son-in-law	son-in-law	beau-fils	1056	SON-IN-LAW
Gravina-2014-1611-1305	1305	song	song	chanson // chanson; chant // chant // chant, chanson	1096	SONG
Gravina-2014-1611-1306	1306	sorcerer (male)	sorcerer (male)	sorcier	823	SORCERER
Gravina-2014-1611-1307	1307	sorghum (dry season)	sorghum (dry season)	sorgho (saison sèche)	347	SORGHUM
Gravina-2014-1611-1308	1308	sorrow (n)	sorrow (n)	chagrin, peine	1668	GRIEF
Gravina-2014-1611-1309	1309	soul, spirit (of living person)	soul, spirit (of living person)	âme, esprit	811	SOUL
Gravina-2014-1611-1310	1310	soup, broth	soup, broth	soupe	1547	SOUP
Gravina-2014-1611-1311	1311	south	south	Sud	1595	SOUTH
Gravina-2014-1611-1312	1312	sow	sow	semer // truie	748	SOW SEEDS
Gravina-2014-1611-1313	1313	sow, plant	sow, plant	semer, planter	1486	PLANT (SOMETHING)
Gravina-2014-1611-1314	1314	spark	spark	étincelle	518	SPARK
Gravina-2014-1611-1315	1315	speak, talk	speak, talk	parler	1623	SPEAK
Gravina-2014-1611-1316	1316	speech, discourse	speech, discourse	discours	1115	SPEECH
Gravina-2014-1611-1317	1317	spend time	spend time	passer // passer le temps		
Gravina-2014-1611-1318	1318	spider	spider	araignée // araignée,grosse // araignée; un animal à huit/six pattes qui file vite et transporte les scorpions // arraignée	843	SPIDER
Gravina-2014-1611-1319	1319	spider's web	spider's web	toile d'araignée	1065	SPIDER WEB
Gravina-2014-1611-1320	1320	spill (moving to and from)	spill (moving to and from)	renverser, répandre // verser		
Gravina-2014-1611-1321	1321	spine, backbone	spine, backbone	colonne vertébrale, épine dorsale	805	SPINE
Gravina-2014-1611-1322	1322	spinster	spinster	femme célibataire		
Gravina-2014-1611-1323	1323	spit	spit	asperger // cracher // cracher; - je me mouche. // salive	1440	SPIT
Gravina-2014-1611-1324	1324	spitting cobra	spitting cobra	cobra		
Gravina-2014-1611-1325	1325	spoil (food) (intr)	spoil (food) (intr)	pourrir, s'abîmer (aliments)	569	SPOIL (BECOME SPOILED)
Gravina-2014-1611-1326	1326	spread (disease, fire)	spread (disease, fire)	se répandre, s'étendre // se répandre, s`étendre		
Gravina-2014-1611-1327	1327	spread out (maize) (tr)	spread out (maize) (tr)	étaler (maïs)	38	SPREAD OUT
Gravina-2014-1611-1328	1328	spring	spring	puits // source	1537	SPRINGTIME
Gravina-2014-1611-1329	1329	sprinkle	sprinkle	asperger		
Gravina-2014-1611-1330	1330	sprout (v)	sprout (v)	apparaître, pousser	2076	SPROUT (VERB)
Gravina-2014-1611-1331	1331	squat	squat	s'accroupir	296	CROUCH
Gravina-2014-1611-1332	1332	squeeze	squeeze	extraire // presser // presser_avec_la_main // serrer	1414	SQUEEZE
Gravina-2014-1611-1333	1333	squirrel	squirrel	écureuil	1628	SQUIRREL
Gravina-2014-1611-1334	1334	stab	stab	poignarder	1434	STAB
Gravina-2014-1611-1335	1335	stamp (with feet)	stamp (with feet)	taper du pied, trépigner // trépigner, taper du pied		
Gravina-2014-1611-1336	1336	stand	stand	(être, se tenir) debout // se tenir debout	1442	STAND
Gravina-2014-1611-1337	1337	star	star	étoile	1430	STAR
Gravina-2014-1611-1338	1338	startle, surprise	startle, surprise	surprendre	3627	SURPRISE (SOMEBODY)
Gravina-2014-1611-1339	1339	steal	steal	dérober // voler // voler (dérober) // voler, dérober // voler; dérober	713	STEAL
Gravina-2014-1611-1340	1340	stem, stalk (of maize, millet, etc.)	stem, stalk (of maize, millet, etc.)	tige (de maïs, de mil)	2628	PLANT STEM
Gravina-2014-1611-1341	1341	step on	step on	marcher sur	575	TREAD
Gravina-2014-1611-1342	1342	sting (v)	sting (v)	piquer	571	STING
Gravina-2014-1611-1343	1343	stink, smell (bad)	stink, smell (bad)	puer, sentir mauvais	1587	SMELL (STINK)
Gravina-2014-1611-1344	1344	stir	stir	agiter // remuer // remuer; bouger // tourner	696	STIR
Gravina-2014-1611-1345	1345	stomach	stomach	estomac // ventre	819	STOMACH
Gravina-2014-1611-1346	1346	stomach (internal)	stomach (internal)	ventre (interne)	819	STOMACH
Gravina-2014-1611-1347	1347	stomachache, upset stomach	stomachache, upset stomach	maux de ventre		
Gravina-2014-1611-1348	1348	stone	stone	caillou // pierre // pierre plate // pierre_(très dur)	857	STONE
Gravina-2014-1611-1349	1349	stone, pit	stone, pit	noyau	1762	STONE (OF FRUIT)
Gravina-2014-1611-1350	1350	stool	stool	tabouret // tabouret_sculpté	2058	STOOL
Gravina-2014-1611-1351	1351	stop up	stop up	boucher	2569	BUTCHER
Gravina-2014-1611-1352	1352	storm	storm	orage // orage ; averse de grêle	858	STORM
Gravina-2014-1611-1353	1353	story (tale)	story (tale)	conte, histoire	2060	STORY
Gravina-2014-1611-1354	1354	straighten	straighten	dresser // défriser // redresser // redresser, rendre droit // rendre droit ; redresser ; soulever		
Gravina-2014-1611-1355	1355	strain (food) (v)	strain (food) (v)	passer, filtrer, égoutter	940	STRAIN
Gravina-2014-1611-1356	1356	stranger	stranger	étranger // étranger (inconnu)	791	STRANGER
Gravina-2014-1611-1357	1357	strength	strength	force // parler avec force	202	STRENGTH
Gravina-2014-1611-1358	1358	stretch	stretch	(s')étirer // distance // etirer, tendre // s'étirer // étirer // étirer, tendre	214	STRETCH
Gravina-2014-1611-1359	1359	string (n)	string (n)	ficelle	362	STRING
Gravina-2014-1611-1360	1360	strip off (bark)	strip off (bark)	écorcer, enlever (l'écorce) // écorcer, enlever (l`éccorce)		
Gravina-2014-1611-1361	1361	stumble	stumble	trébucher, broncher	3617	STUMBLE
Gravina-2014-1611-1362	1362	stump	stump	souche	241	TREE STUMP
Gravina-2014-1611-1363	1363	stupid person	stupid person	imbécile, idiot	1518	STUPID
Gravina-2014-1611-1364	1364	stutter	stutter	bégayer	1866	STUTTER
Gravina-2014-1611-1365	1365	succeed	succeed	réussir	1112	SUCCEED
Gravina-2014-1611-1366	1366	suck	suck	succer // sucer // sucer ; laper // téter	1421	SUCK
Gravina-2014-1611-1367	1367	suffer	suffer	souffrir // supporter_la_douleur ; pardonner ; excuser_(s') ; tolérer	1101	SUFFER
Gravina-2014-1611-1368	1368	suffering	suffering	naître // souffrance // souffrance, difficultés // souffrant	1783	PAIN
Gravina-2014-1611-1369	1369	sugar cane	sugar cane	canne  sucre // canne de sorgho // canne à sucre // canne à sucre (prêt à manger) // canne à sucre, tige fraîche qu'on suce en mois de septembre et d'octobre // canne_à_sucre	146	SUGAR CANE
Gravina-2014-1611-1370	1370	summit, highest point	summit, highest point	sommet, cime	1614	SUMMIT
Gravina-2014-1611-1371	1371	sun	sun	soleil	1343	SUN
Gravina-2014-1611-1372	1372	sunrise	sunrise	lever du soleil // lever_du_soleil ; soleil,lever_du	2296	SUNRISE
Gravina-2014-1611-1373	1373	sunset	sunset	coucher du soleil // coucher_du_soleil	2295	SUNSET
Gravina-2014-1611-1374	1374	sunshine	sunshine	lumière du soleil	3276	SUNSHINE
Gravina-2014-1611-1375	1375	surround	surround	enceinte // encercle // entourer	3274	ENCIRCLE
Gravina-2014-1611-1376	1376	swallow	swallow	avaler // avaler (sans mâcher) ; manger qqch de poudreux; nielaista (pureskelematta), // hirondelle // hirondelle ; martinet des palmiers	897	SWALLOW
Gravina-2014-1611-1377	1377	swarm (n)	swarm (n)	essaim	2974	SWARM (OF BIRDS)
Gravina-2014-1611-1378	1378	swear	swear	jurer // jurer, imprécation // jurer, prêter serment	1939	SWEAR
Gravina-2014-1611-1379	1379	sweep	sweep	balayer	230	SWEEP
Gravina-2014-1611-1380	1380	sweet	sweet	sucré // sucré, doux	717	SWEET
Gravina-2014-1611-1381	1381	sweet potato	sweet potato	patate douce	159	SWEET POTATO
Gravina-2014-1611-1382	1382	swell	swell	enfler // gonfler // se gonfler	1573	SWELL
Gravina-2014-1611-1383	1383	swell (intr)	swell (intr)	se gonfler	1573	SWELL
Gravina-2014-1611-1384	1384	swelling	swelling	aine ; enflure // cicatrice boursouflée // enflure // gonflé // hernie	1903	SWELLING
Gravina-2014-1611-1385	1385	swim	swim	nager // nager; se baigner	1439	SWIM
Gravina-2014-1611-1386	1386	sword	sword	epée // épée	1535	SWORD
Gravina-2014-1611-1387	1387	tail	tail	queue	1220	TAIL
Gravina-2014-1611-1388	1388	take	take	La maniére de prendre quelque chose // apporter, emmener // arracher // emmener // emmener; accompagner // prend ! // prendre // prendre_quelque_chose_en_jetant // tiens	1749	TAKE
Gravina-2014-1611-1389	1389	take a walk	take a walk	se promener	2890	WALK (TAKE A WALK)
Gravina-2014-1611-1390	1390	take out (from container)	take out (from container)	enlever, sortir (d'un récipient)	3654	TAKE OUT
Gravina-2014-1611-1391	1391	tamarind tree	tamarind tree	tamarinier	35	TAMARIND
Gravina-2014-1611-1392	1392	taste	taste	déguster // goût // goûter // saveur // savoureux ; gout	21	TASTE (SOMETHING)
Gravina-2014-1611-1393	1393	tax	tax	impot // impôt // taxe	873	TAX
Gravina-2014-1611-1394	1394	tax (n)	tax (n)	taxe // taxe, prix des témoins lors d'un achat	873	TAX
Gravina-2014-1611-1395	1395	teach	teach	enseigner	709	TEACH
Gravina-2014-1611-1396	1396	tear (tr)	tear (tr)	déchirer	1735	TEAR (SHRED)
Gravina-2014-1611-1397	1397	tears (n)	tears (n)	larmes	1651	TEAR (OF EYE)
Gravina-2014-1611-1398	1398	tell, recount (story)	tell, recount (story)	raconter (un conte)	1711	TELL
Gravina-2014-1611-1399	1399	ten	ten	dix	1515	TEN
Gravina-2014-1611-1400	1400	ten (10)	ten (10)	dix // dix (10)	1515	TEN
Gravina-2014-1611-1401	1401	tendon	 // tendon	tendon	1137	TENDON
Gravina-2014-1611-1402	1402	termite	 // termite	termite	883	TERMITE
Gravina-2014-1611-1403	1403	termite hill	termite hill	termitière	1873	ANTHILL
Gravina-2014-1611-1404	1404	testicle	testicle	testicule	797	TESTICLES
Gravina-2014-1611-1405	1405	tether (sheep, goats) (v)	tether (sheep, goats) (v)	attacher (moutons, chèvres)	2891	TIE UP (TETHER)
Gravina-2014-1611-1406	1406	thank	thank	bonjour ; salut ; merci // remercier	2412	THANK (SOMEBODY)
Gravina-2014-1611-1407	1407	that	that	ce // ce-là // cela // celui // celui-là // là // marque pour qqch déjà dit // que	78	THAT
Gravina-2014-1611-1408	1408	that (man)	that (man)	ce (monsieur) -là	78	THAT
Gravina-2014-1611-1409	1409	thatch (n)	thatch (n)	chaume // herbe	279	THATCH
Gravina-2014-1611-1410	1410	theft	theft	vol		
Gravina-2014-1611-1411	1411	then	then	alors // après; puis // donc // ensuite // et puis // là // puis // puis ; alors	2921	THEN
Gravina-2014-1611-1412	1412	there	there	ANA // ici, là // là // là-bas // là; ce // sur // vers là // vers là (plus loin que |fv{akitu} // vers là-bas; vers là-bas ; à partir d'ici jusqu'à là // voilà // |fb{a)} là ; là-bas (plus distant que |fv{aàkitu})	1937	THERE
Gravina-2014-1611-1413	1413	they	they	3pP eux // elles // eux // ils // ils/elles	817	THEY
Gravina-2014-1611-1414	1414	they (human)	they (human)	ils // ils (humains) // ils, eux (humain)	817	THEY
Gravina-2014-1611-1415	1415	thief	thief	voleur	1160	THIEF
Gravina-2014-1611-1416	1416	thigh	thigh	cuisse // gigot; cuisse	471	UPPER LEG (THIGH)
Gravina-2014-1611-1417	1417	thin	thin	fin // maigre // mince // non-épais	2308	THIN
Gravina-2014-1611-1418	1418	thing	thing	chose // chose ; affaire - |fi{utilisé dans beaucoup de collocations diverses, telles que:}	738	THING
Gravina-2014-1611-1419	1419	think	think	penser // penser ; réfléchir // réfléchir	2271	THINK
Gravina-2014-1611-1420	1420	thirst	thirst	soif	848	THIRST
Gravina-2014-1611-1421	1421	thirteen (13)	thirteen (13)	treize (13)	1708	THIRTEEN
Gravina-2014-1611-1422	1422	thirty (30)	thirty (30)	trente (30)	1715	THIRTY
Gravina-2014-1611-1423	1423	this	this	(ce...)-ci // -ci // ce // ce/cet/cette // ceci // celui-ci ; celle-ci // le, la	1214	THIS
Gravina-2014-1611-1424	1424	this (man)	this (man)	ce (monsieur) -ci	1214	THIS
Gravina-2014-1611-1425	1425	thorn	thorn	épine // épines ; une épine	124	THORN
Gravina-2014-1611-1426	1426	thorn-tree	thorn-tree	abre épineux // arbre épineux		
Gravina-2014-1611-1427	1427	thousand (1000)	thousand (1000)	mille // mille (1000)	1843	THOUSAND
Gravina-2014-1611-1428	1428	thread (n)	thread (n)	fil	1161	THREAD
Gravina-2014-1611-1429	1429	threaten	threaten	menacer	1192	THREATEN
Gravina-2014-1611-1430	1430	three	three	trois	492	THREE
Gravina-2014-1611-1431	1431	three (3)	three (3)	trois (3)	492	THREE
Gravina-2014-1611-1432	1432	three hundred (300)	three hundred (300)	trois cents (300)		
Gravina-2014-1611-1433	1433	thresh, beat (grain)	thresh, beat (grain)	battre (la céréale)	285	THRESH
Gravina-2014-1611-1434	1434	threshing-floor	threshing-floor	aire de battage	223	THRESHING-FLOOR
Gravina-2014-1611-1435	1435	throat	throat	gorge // gorge ; trachée-artère	1346	THROAT
Gravina-2014-1611-1436	1436	throw	throw	jet // jeter // jeter; s'en débarasser // lancer	1456	THROW
Gravina-2014-1611-1437	1437	throw away	throw away	jeter	3696	THROW AWAY
Gravina-2014-1611-1438	1438	throw away (garbage)	throw away (garbage)	jeter // jeter (ordures)		
Gravina-2014-1611-1439	1439	thumb	thumb	pouce // puce	1781	THUMB
Gravina-2014-1611-1440	1440	thunder	thunder	tonnere // tonnerre // tonnère // éclater	1150	THUNDER
Gravina-2014-1611-1441	1441	tickle (v)	tickle (v)	chatouiller	3647	TICKLE (SOMEBODY)
Gravina-2014-1611-1442	1442	tie (knot)	tie (knot)	attacher, nouer // éveiller	1917	TIE
Gravina-2014-1611-1443	1443	tighten (tr)	tighten (tr)	serrer	1094	FASTEN
Gravina-2014-1611-1444	1444	time	time	fois // fois; occasion // heure // temps	892	TIME
Gravina-2014-1611-1445	1445	toad	toad	crapaud	894	TOAD
Gravina-2014-1611-1446	1446	tobacco	tobacco	tabac	974	TOBACCO
Gravina-2014-1611-1447	1447	tobacco pipe	tobacco pipe	pipe tabac // pipe à tabac	1124	PIPE
Gravina-2014-1611-1448	1448	today	today	aujourd'hui	1283	TODAY
Gravina-2014-1611-1449	1449	toe	toe	orteil // orteil ; doigt de pied	1389	TOE
Gravina-2014-1611-1450	1450	tomato	tomato	tomate // tomate; tomate mot d'emprunt	986	TOMATO
Gravina-2014-1611-1451	1451	tomorrow	tomorrow	demain // le matin	1329	TOMORROW
Gravina-2014-1611-1452	1452	tongue	tongue	langue // langue (partie de la bouche)	1205	TONGUE
Gravina-2014-1611-1453	1453	tooth	tooth	dent	1380	TOOTH
Gravina-2014-1611-1454	1454	tooth stick, toothbrush	tooth stick, toothbrush	brosse à dents, bâton à nettoyer les dents	2579	TOOTHBRUSH
Gravina-2014-1611-1455	1455	toothache	toothache	mal au dent ; carie dentaire // mal aux dents // mal de dent		
Gravina-2014-1611-1456	1456	top	top	le dessus, le haut	1753	TOP
Gravina-2014-1611-1457	1457	tortoise (land)	tortoise (land)	tortue (terrestre)	895	TORTOISE
Gravina-2014-1611-1458	1458	touch	touch	toucher // toucher; caresser	1892	TOUCH
Gravina-2014-1611-1459	1459	towards	towards	vers // vers (direction)	2754	TOWARDS
Gravina-2014-1611-1460	1460	town	town	ville	1391	TOWN
Gravina-2014-1611-1461	1461	track (animal) (n)	track (animal) (n)	trace (des pas d'animal)		
Gravina-2014-1611-1462	1462	trader	trader	commerçant		
Gravina-2014-1611-1463	1463	trample	trample	piétiner, fouler aux pieds		
Gravina-2014-1611-1464	1464	transplant	transplant	transplanter, repiquer		
Gravina-2014-1611-1465	1465	trap (animal) (v)	trap (animal) (v)	prendre au piège	1170	TRAP (CATCH)
Gravina-2014-1611-1466	1466	trap (n)	trap (n)	piège	1075	TRAP (PITFALL)
Gravina-2014-1611-1467	1467	traveler	traveler	voyageur		
Gravina-2014-1611-1468	1468	tree	tree	(arbre) // abre // arbre // arbre (esp.) // arbre (nom gén.) // arbre_lierre	906	TREE
Gravina-2014-1611-1469	1469	tribe	tribe	tribu	1549	TRIBE
Gravina-2014-1611-1470	1470	trip	trip	trébucher, buter // voyage	3617	STUMBLE
Gravina-2014-1611-1471	1471	trousers	trousers	pantalon	809	TROUSERS
Gravina-2014-1611-1472	1472	trunk (of tree)	trunk (of tree)	tronc (d'arbre)	344	TREE TRUNK
Gravina-2014-1611-1473	1473	truth	truth	verité // vrai // vérité	1638	TRUTH
Gravina-2014-1611-1474	1474	try	try	essayer // essayer ; éprouver // tâter; essayer	1812	TRY
Gravina-2014-1611-1475	1475	tuft, lock (of hair)	tuft, lock (of hair)	touffe, mèche (de cheveux)		
Gravina-2014-1611-1476	1476	turn over (tr)	turn over (tr)	retourner	1445	TURN (SOMETHING)
Gravina-2014-1611-1477	1477	turn round (intr)	turn round (intr)	se retourner	1444	TURN AROUND
Gravina-2014-1611-1478	1478	turtle (water)	turtle (water)	tortue (aquatique) // tortue marine	112	TURTLE
Gravina-2014-1611-1479	1479	twelve (12)	twelve (12)	douze (12)	1707	TWELVE
Gravina-2014-1611-1480	1480	twenty (20)	twenty (20)	vingt (20)	1710	TWENTY
Gravina-2014-1611-1481	1481	twenty-five (25)	twenty-five (25)	vingt-cinq (25)	1738	TWENTY FIVE
Gravina-2014-1611-1482	1482	twenty-four (24)	twenty-four (24)	vingt-quatre (24)	1736	TWENTY FOUR
Gravina-2014-1611-1483	1483	twenty-one (21)	twenty-one (21)	vingt-et-un (21)	1734	TWENTY ONE
Gravina-2014-1611-1484	1484	twenty-three (23)	twenty-three (23)	vingt-trois (23)	3165	TWENTY THREE
Gravina-2014-1611-1485	1485	twenty-two (22)	twenty-two (22)	vingt-deux (22)	3166	TWENTY TWO
Gravina-2014-1611-1486	1486	twin	twin	jumeau	1005	TWINS
Gravina-2014-1611-1487	1487	twist	twist	entourtiller // se tordre // tordre	430	TWIST
Gravina-2014-1611-1488	1488	two	two	deux	1498	TWO
Gravina-2014-1611-1489	1489	two (2)	two (2)	deux (2)	1498	TWO
Gravina-2014-1611-1490	1490	two hundred (200)	two hundred (200)	deux cents (200)	2676	TWO HUNDRED
Gravina-2014-1611-1491	1491	udder	udder	mamelle // pis, mamelle	154	UDDER
Gravina-2014-1611-1492	1492	ulcer	ulcer	ulcère	1189	ULCER
Gravina-2014-1611-1493	1493	umbilical cord	umbilical cord	corde umbilicale // cordon ombilical // cordon ombilical; nombril	2663	UMBILICAL CORD
Gravina-2014-1611-1494	1494	underneath	underneath	au-desous // desous // en-dessous	1485	BELOW OR UNDER
Gravina-2014-1611-1495	1495	undress	undress	déshabiller // enlever // se déshabiller	1755	UNDRESS
Gravina-2014-1611-1496	1496	unload	unload	décharger		
Gravina-2014-1611-1497	1497	untie	untie	délier // délier(une_corde) // dénouer // détacher	352	UNTIE
Gravina-2014-1611-1498	1498	until	until	jusqu'a // jusqu'à // jusque // jusqu’à	2753	UNTIL
Gravina-2014-1611-1499	1499	unwrap	unwrap	défaire		
Gravina-2014-1611-1500	1500	up	up	en haut	1591	UP
Gravina-2014-1611-1501	1501	upper arm	upper arm	bras // bras supérieur // haut de bras	431	UPPER ARM
Gravina-2014-1611-1502	1502	urinate	urinate	uriner	592	PISS
Gravina-2014-1611-1503	1503	urine	 // urine	urine	1142	URINE
Gravina-2014-1611-1504	1504	usually	usually	habituellement, d'habitude		
Gravina-2014-1611-1505	1505	vagina	vagina	sexe // vagin	1836	VAGINA
Gravina-2014-1611-1506	1506	valley	valley	vallée	921	VALLEY
Gravina-2014-1611-1507	1507	vegetable	vegetable	(légume) // legume // légume, feuille	924	VEGETABLES
Gravina-2014-1611-1508	1508	vein	vein	artère // veine	1924	VEIN
Gravina-2014-1611-1509	1509	venom (of snake)	venom (of snake)	venin (de serpent)		
Gravina-2014-1611-1510	1510	village	 // village	village // village, quartier	930	VILLAGE
Gravina-2014-1611-1511	1511	vine	vine	liane // plante rampante ; grimpante	343	VINE
Gravina-2014-1611-1512	1512	virgin	virgin	vierge	2298	VIRGIN
Gravina-2014-1611-1513	1513	voice	voice	voix	1363	VOICE
Gravina-2014-1611-1514	1514	voice box, larynx, Adam's apple	voice box, larynx, Adam's apple	larynx, pomme d'Adam		
Gravina-2014-1611-1515	1515	vomit	vomit	vomir // vomissant // vomissement	1278	VOMIT
Gravina-2014-1611-1516	1516	vomit (v)	vomit (v)	vomir	1278	VOMIT
Gravina-2014-1611-1517	1517	vulture	vulture	charognard // vautour // vautour ? // vauture ; charognard	1185	VULTURE
Gravina-2014-1611-1518	1518	waist	waist	taille // taille (partie du corps)	1681	WAIST
Gravina-2014-1611-1519	1519	wait	wait	attendre // patienter	1590	WAIT (FOR)
