ID	Number	KBA_ID	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	COMMENTS	French	German	Afrikaans	Tswana	Scientific	Category	Möhlig	Swadesh	LJ
KBA-2021-912-733	733	m566-k-bp-fl-fa	week	1469	WEEK		semaine	Woche	week	beke		7B. Measure of Time	M524		
KBA-2021-912-734	734	m567-k-bp-fl-fa	day (24 hrs.)	1260	DAY (24 HOURS)		jour	Tag	dag	letsatsi,ma		7B. Measure of Time	M525	s026	
KBA-2021-912-735	735	m568-k-bp-fl-fa	day, daytime	1225	DAY (NOT NIGHT)		jour, journée	Tag, heller Tag	helder dag	motshegare		7B. Measure of Time	M526	s026	
KBA-2021-912-736	736	m569-k-bp-fl-fa	night	1233	NIGHT		nuit	Nacht	nag	bosigo		7B. Measure of Time	M527	s105	lj020
KBA-2021-912-737	737	m57-k-bp-fl-fa	to help	1897	HELP		aider	helfen	help, bystaan	-thusa		1C. Social and Antisocial Behaviour	M147		
KBA-2021-912-738	738	m570-k-bp-fl-fa	dawn	729	DAWN		aube	Morgendämmerung	skemering	letsatsi le phirima		7B. Measure of Time	M424		
KBA-2021-912-739	739	m571-k-bp-fl-fa	morning	1339	MORNING		matin, matinée	Morgen	môre, oggend	maphakela		7B. Measure of Time	M528		
KBA-2021-912-740	740	m572-k-bp-fl-fa	evening	1629	EVENING		soir, soirée	Abend	aand	maitseboa		7B. Measure of Time	M529		
KBA-2021-912-741	741	m573-k-bp-fl-fa	today	1283	TODAY		aujourd'hui	heute	vandag	gompieno		7B. Measure of Time	M530		
KBA-2021-912-742	742	m574-k-bp-fl-fa	tomorrow	1329	TOMORROW		demain	morgen	(dag van) môre	kamoso		7B. Measure of Time	M531		
KBA-2021-912-743	743	m575-k-bp-fl-fa	yesterday	1174	YESTERDAY		hier	gestern	gister	maabane		7B. Measure of Time	M532		lj041
KBA-2021-912-744	744	m576-k-bp-fl-fa	the past	2914	ONCE (IN THE PAST)		passé	Vergangenheit	verlede	nako ee fetileng		7B. Measure of Time	M533		
KBA-2021-912-745	745	m577-k-bp-fl-fa	to love	923	LOVE		aimer	lieben	lief hê	-rata		8. Sensations and Feelings	M117		
KBA-2021-912-746	746	m578-k-bp-fl-fa	to hate	1607	HATE		détester, avoir horreur de,  haïr	hassen	haat	go ila		8. Sensations and Feelings	M536		
KBA-2021-912-747	747	m579-k-bp-fl-fa	anger	82	ANGER		colère	Zorn, Wut	woede	o gogegile maikutlo		8. Sensations and Feelings	M534		
KBA-2021-912-748	748	m58-k-bp-fl-fa	to refuse	49	REFUSE		refuser	verweigern, abschlagen	weier	-gana		1C. Social and Antisocial Behaviour	M148		
KBA-2021-912-749	749	m580-k-bp-fl-fa	to be angry	2223	BE ANGRY		être fâché, être en colère	verärgert sein, zornig sein	kwaad wees	go tenega		8. Sensations and Feelings	M535		
KBA-2021-912-750	750	m581-k-bp-fl-fa	fear	781	FEAR (FRIGHT)		peur, crainte	Angst, Furcht	vrees, angs	go tshaba		8. Sensations and Feelings	M541	s085	
KBA-2021-912-751	751	m582-k-bp-fl-fa	sorrow (sadness)	1668	GRIEF		chagrin, peine, tristesse	Trauer, Traurigkeit, Kummer, Schmerz, Betrübtheit	droefheid, droefenis, smart	kutlobotlhoko		8. Sensations and Feelings	M543		
KBA-2021-912-752	752	m583-k-bp-fl-fa	compassion (sympathy, mercy)				pitié	Mitleid, Gnade	genade	kutlwelo botlhoko		8. Sensations and Feelings	M537		
KBA-2021-912-753	753	m584-k-bp-fl-fa	doubt	1308	DOUBT		doute, incertitude	Zweifel	twyfel	go belaela		8. Sensations and Feelings	M540		
KBA-2021-912-754	754	m585-k-bp-fl-fa	to be astonished, surprised	1572	SURPRISED		être étonné, surpris	erstaunt, überrascht sein	verbaas wees, verras wees	go gakgamala		8. Sensations and Feelings	M539		
KBA-2021-912-755	755	m586-k-bp-fl-fa	joy	2524	JOY		joie, plaisir	Freude	blydskap, vreugde	boitumelo		8. Sensations and Feelings	M545		
KBA-2021-912-756	756	m587-k-bp-fl-fa	desire	2960	LONGING (WISH)		désir, envie	Begehren, Verlangen, Wunsch	verlange, begeerte	maikutlo		8. Sensations and Feelings	M538		
KBA-2021-912-757	757	m588-k-bp-fl-fa	to be proud	174	PROUD		fier	stolz	trots (hoogmoedig)	go itumelela		8. Sensations and Feelings	M546		
KBA-2021-912-758	758	m589-k-bp-fl-fa	shame	1776	SHAME		honte	Scham	skaamte	go tlhabiwa ke ditlhong		8. Sensations and Feelings	M542		
KBA-2021-912-759	759	m59-k-bp-fl-fa	to quarrel	3302	QUARREL (VERB)		se disputer, se quereller	sich streiten, sich zanken	stryd, twis	go omana		1C. Social and Antisocial Behaviour	M161		
KBA-2021-912-760	760	m590-k-bp-fl-fa	tiredness, exhaustion				fatigue,  épuisement	Müdigkeit, Erschöpfung	moegheid, uitputting	go lapa		8. Sensations and Feelings	M547		
KBA-2021-912-761	761	m591-k-bp-fl-fa	pain (of body)	1783	PAIN		douleur	Schmerz	pyn, smart	botlhoko		8. Sensations and Feelings	M544		
KBA-2021-912-762	762	m592-k-bp-fl-fa	to know	3626	KNOW		connaître, savoir	kennen, wissen	ken, weet	go itse		8. Sensations and Feelings	M553	s083	lj058
KBA-2021-912-763	763	m593-k-bp-fl-fa	to learn	504	LEARN		apprendre	lernen	leer, studeer	go ithuta		8. Sensations and Feelings	M157		
KBA-2021-912-764	764	m594-k-bp-fl-fa	to remember	707	REMEMBER		se souvenir	sich erinnern	herinner	go gakologelwa		8. Sensations and Feelings	M550		
KBA-2021-912-765	765	m595-k-bp-fl-fa	to forget	1523	FORGET		oublier	vergessen	vergeet	go lebala		8. Sensations and Feelings	M551		
KBA-2021-912-766	766	m596-k-bp-fl-fa	to think (reason, reflect)	1415	THINK (REFLECT)		penser, raisonner, réfléchir	denken, nachdenken	dink, nadink	go akanya		8. Sensations and Feelings	M552	s166	
KBA-2021-912-767	767	m597-k-bp-fl-fa	to think (believe, be of the opinion)	1513	THINK (BELIEVE)		penser, croire	denken, glauben, meinen	dink, glo, meen			8. Sensations and Feelings			
KBA-2021-912-768	768	m598-k-bp80-fl-fa	to see (experience)	1409	SEE		voir	sehen	sien	go bona		8. Sensations and Feelings	M556	s130	lj089
KBA-2021-912-769	769	m599-k-bp-fl-fa	to look at (activity)	1819	LOOK		regarder	ansehen, betrachten, anschauen	aankyk	go leba		8. Sensations and Feelings	M154		
KBA-2021-912-770	770	m6-k99-bp-fl-fa	girl	1646	GIRL		fille	Mädchen	meisie	morweetsana, ba-; mosetsana, ba-		1. Social life  1A.Social structure	M127		
KBA-2021-912-771	771	m60-k-bp-fl-fa	quarrel	1848	QUARREL		lutte, querelle	Streit, Zank	stryd, twis	dikomana,komano		1C. Social and Antisocial Behaviour	M160		
KBA-2021-912-772	772	m600-k-bp-fl-fa	to look   (phenomenon)	1819	LOOK		apparaître, ressembler	aussehen				8. Sensations and Feelings			
KBA-2021-912-773	773	m601-k-bp82-fl-fa	to hear  (experience)	1408	HEAR		entendre	hören	hoor	go utlwa		8. Sensations and Feelings	M554	s069	lj061
KBA-2021-912-774	774	m602-k-bp83-fl-fa	to listen to (activity)	1608	LISTEN		écouter	anhören, sich anhören, zuhören	luister			8. Sensations and Feelings			
KBA-2021-912-775	775	m603-k-bp-fl-fa	to sound (phenomenon)												
KBA-2021-912-776	776	m604-k-bp-fl-fa	sound	1811	SOUND OR NOISE		son	Geräusch	geluid, klank	modumo ('noise'?)		8. Sensations and Feelings	M555		
KBA-2021-912-777	777	m605-k-bp-fl-fa	noise	1182	NOISE		bruit	Lärm	geraas, lawaai			8. Sensations and Feelings			
KBA-2021-912-778	778	m606-k-bp-fl-fa	to feel (experience)	1079	FEEL		sentir	fühlen	voel	go utlwa		8. Sensations and Feelings	M557		
KBA-2021-912-779	779	m607-k-bp-fl-fa	to touch, feel (activity)	2559	FEEL (TACTUALLY)		toucher	anfassen, befühlen, betasten	aanraak	go tshwara		8. Sensations and Feelings	M557		
KBA-2021-912-780	780	m608-k-bp-fl-fa	to feel (phenomenon)												
KBA-2021-912-781	781	m609-k-bp-fl-fa	to taste  (experience, involuntarily)				goûter	schmecken				8. Sensations and Feelings			
KBA-2021-912-782	782	m61-k-bp-fl-fa	to strike (hit)	353	STRIKE		frapper, donner un coup	schlagen, hauen	stoot, slaan	go itaya		1C. Social and Antisocial Behaviour	M164	s073	lj036
KBA-2021-912-783	783	m610-k-bp-fl-fa	to taste (activity)	21	TASTE (SOMETHING)		goûter	probieren, schmecken, abschmecken	smaak, proe	go utlwa		8. Sensations and Feelings	M558		
KBA-2021-912-784	784	m612-k-bp-fl-fa	sweet	717	SWEET		sucré, doux	süß	soet	monate		8. Sensations and Feelings	M594		lj089
KBA-2021-912-785	785	m613-k-bp-fl-fa	bitter	887	BITTER		amer,âpre	bitter	bitter	botsarara		8. Sensations and Feelings	M559		lj028
KBA-2021-912-786	786	m614-k-bp81-fl-fa	to smell (experience, involuntarily)			SMELL (PERCEIVE)	sentir (renifler; sentir)	riechen (riechen an; riechen)	ruik (ruik aan)			8. Sensations and Feelings			
KBA-2021-912-787	787	m615-k-bp-fl-fa	to smell (activity)	1586	SMELL (PERCEIVE)	SNIFF									
KBA-2021-912-788	788	m616-k-bp-fl-fa	to smell (phenomenon)	2124	SMELL										
KBA-2021-912-789	789	m617-k-bp-fl-fa	smell	3704	ODOR (SMELL)		odeur	Geruch	reuk, geur	monko		8. Sensations and Feelings	M548	s141	
KBA-2021-912-790	790	m618-k-bp-fl-fa	to stink	1587	SMELL (STINK)		puer	stinken	stink	go nkga		8. Sensations and Feelings	M549		
KBA-2021-912-791	791	m619-k-bp-fl-fa	life	210	LIFE		vie	Leben	lewe	botshelo		9. The Supernatural	M560		
KBA-2021-912-792	792	m62-k-bp-fl-fa	to beat	1665	BEAT		battre, donner des coups, rouer de coups	verprügeln, schlagen, klopfen, ausklopfen	slaan, klop	go itaya		1C. Social and Antisocial Behaviour	M163		lj036
KBA-2021-912-793	793	m620-k-bp-fl-fa	to live	1422	BE ALIVE		vivre		leef, lewe	go tshela		9. The Supernatural		s090	
KBA-2021-912-794	794	m621-k-bp113-fl-fa	to die	1494	DIE		mourir	sterben	sterwe, doodgaan	go swa		9. The Supernatural	M561	s027	
KBA-2021-912-795	795	m622-k-bp-fl-fa	death	910	DEATH		mort	Tod	dood	loso		9. The Supernatural	M562		
KBA-2021-912-796	796	m623-k-bp111-fl-fa	corpse	767	CORPSE		cadavre, corps	Leichnam, Leiche	lyk	serepa		9. The Supernatural	M563		
KBA-2021-912-797	797	m624-k-bp-fl-fa	to bury	1719	BURY		enterrer	begraben, beerdigen, bestatten	begrawe	go fitlha		9. The Supernatural	M564		
KBA-2021-912-798	798	m625-k-bp-fl-fa	grave	1773	GRAVE		tombeau	Grab	graf	lebitla		9. The Supernatural	M565		
KBA-2021-912-799	799	m626-k-bp-fl-fa	God	1944	GOD		Dieu	Gott	God	modimo		9. The Supernatural	M566		
KBA-2021-912-800	800	m627-k-bp-fl-fa	ghost	1175	GHOST		revenant, fantôme	Geist	gees	sepoko		9. The Supernatural	M567		
KBA-2021-912-801	801	m628-k-bp-fl-fa	taboo (adj.) (forbidden)				tabou (interdit)	tabu (verboten)	taboe (verbode)	moila		9. The Supernatural	M568		
KBA-2021-912-802	802	m629-k-bp-fl-fa	to foresee (predict, divine)				présager, prédire	vorhersagen, weissagen, prophezeien	voorspel	go ramasedi		9. The Supernatural	M569		
KBA-2021-912-803	803	m63-k-bp-fl-fa	to smash	2558	BREAK (CLEAVE)		fracasser, briser (en morceaux)	zerschmettern, zertrümmern, kaputtschlagen	verbrysel, stukkend slaan/gooi	go kgabetlela		1C. Social and Antisocial Behaviour	M237		
KBA-2021-912-804	804	m630-k-bp-fl-fa	herbalist					Naturheilkundige, Naturheilpraktiker	kruiedokter	ngaka ya setso		9. The Supernatural	M570		
KBA-2021-912-805	805	m631-k-bp-fl-fa	sorcerer, witch				sorcier,sorcière	Zauberer, Zauberin; Hexe	towenaar	moloi		9. The Supernatural	M571		
KBA-2021-912-806	806	m632-k-bp-fl-fa	to bewitch	118	BEWITCH			verzaubern, verhexen	betower	go lowa		9. The Supernatural	M572		
KBA-2021-912-807	807	m633-k-bp-fl-fa	witchcraft				sorcerie	Zauberei, Hexerei	toorkuns	boloi		9. The Supernatural	M573		
KBA-2021-912-808	808	m634-k-bp-fl-fa	big (large)	1202	BIG		grand, gros	groß	groot	botona		10. Qualities	M574	s011	lj032
KBA-2021-912-809	809	m635-k-bp-fl-fa	small	1246	SMALL		petit	klein	klein	bonnye		10. Qualities	M575	s140	lj091
KBA-2021-912-810	810	m636-k-bp-fl-fa	long	1203	LONG		long	lang	lang, lank	botelele		10. Qualities	M576	s092	lj078
KBA-2021-912-811	811	m637-k-bp-fl-fa	short	1645	SHORT		court	kurz	kort	bokhutshwane		10. Qualities	M577	s134	
KBA-2021-912-812	812	m638-k-bp-fl-fa	wide	1243	WIDE		large	breit, weit	wyd	go phatlalala		10. Qualities	M578	s189	lj096
KBA-2021-912-813	813	m639-k-bp-fl-fa	narrow	1267	NARROW		étroit	eng	eng	go pitlagane		10. Qualities	M579		
KBA-2021-912-814	814	m64-k-bp-fl-fa	to slap (sb.'s face)	3160	SLAP		donner une claque	ohrfeigen, eine Ohrfeige geben, klatschen	klap gee	go itaya ka mpama		1C. Social and Antisocial Behaviour	M162		
KBA-2021-912-815	815	m640-k-bp-fl-fa	thin	2308	THIN		mince	dünn	dun	bosesane		10. Qualities		s165	
KBA-2021-912-816	816	m641-k-bp-fl-fa	thick	1244	THICK		épais,grossier	dick	dik	bokima		10. Qualities		s164	lj076
KBA-2021-912-817	817	m642-k-bp-fl-fa	lean (thin, skinny)	1400	THIN (SLIM)		maigre	mager	maer			10. Qualities			
KBA-2021-912-818	818	m643-k-bp-fl-fa	fat	1279	FAT (OBESE)		gros, corpulent	dick, fett	dik, fet	bokima		10. Qualities	M593		
KBA-2021-912-819	819	m644-k-bp-fl-fa	heavy	1210	HEAVY		lourd	schwer	swaar	bokima		10. Qualities	M580	s071	lj071
KBA-2021-912-820	820	m645-k-bp-fl-fa	light (in weight)	1052	LIGHT (WEIGHT)		léger	leicht	lig	motlhofo		10. Qualities	M581		
KBA-2021-912-821	821	m646-k-bp-fl-fa	strong	785	STRONG		fort,puissant	stark, kräftig	sterk			10. Qualities			
KBA-2021-912-822	822	m647-k-bp-fl-fa	weak	1601	WEAK		faible	schwach	swak	bokoa		10. Qualities	M595		
KBA-2021-912-823	823	m648-k-bp-fl-fa	hard	1884	HARD		dur	hart	hard	bothata		10. Qualities	M586		lj099
KBA-2021-912-824	824	m649-k-bp-fl-fa	soft (cloths)	1856	SOFT		doux	weich	saf (kleding)	boleta		10. Qualities	M587		
KBA-2021-912-825	825	m65-k-bp-fl-fa	to fight	1423	FIGHT		se battre	kämpfen	veg, stry	ntwa		1C. Social and Antisocial Behaviour	M166	s047	
KBA-2021-912-826	826	m650-k-bp-fl-fa	cold	1287	COLD		froid	kalt	koud	serame		10. Qualities	M596	s022	
KBA-2021-912-827	827	m651-k-bp-fl-fa	warm	1232	WARM		chaud	warm	warm	bothitho		10. Qualities		s179	
KBA-2021-912-828	828	m652-k-bp-fl-fa	hot	1286	HOT		(très) chaud	heiß	heet, (baie) warm	mollo		10. Qualities		(s100)	
KBA-2021-912-829	829	m653-k-bp-fl-fa	heat	612	HEAT		chaleur	Hitze	warmte	mogote		10. Qualities	M429		
KBA-2021-912-830	830	m654-k-bp-fl-fa	dry	1398	DRY		sec	trocken	droog	go omelela		10. Qualities	M597	s032	
KBA-2021-912-831	831	m655-k-bp-fl-fa	wet	1726	WET		humide	nass	nat	go koloba		10. Qualities		s183	
KBA-2021-912-832	832	m656-k-bp-fl-fa	clean	704	CLEAN		propre	sauber, rein	skoon	bophepa		10. Qualities	M584		
KBA-2021-912-833	833	m658-k-bp-fl-fa	old	1229	OLD		vieux, âgé	alt	oud	go tsofala		10. Qualities		s108	lj074
KBA-2021-912-834	834	m659-k-bp-fl-fa	new	1231	NEW		nouveau	neu	nuut, nuwe	bontsha		10. Qualities	M600	s104	lj053
KBA-2021-912-835	835	m66-k-bp-fl-fa	war	935	WAR		guerre	Krieg	oorlog	ntwa		1C. Social and Antisocial Behaviour	M165		
KBA-2021-912-836	836	m660-k-bp-fl-fa	young	1207	YOUNG		jeune	jung	jong			10. Qualities			
KBA-2021-912-837	837	m661-k-bp-fl-fa	smooth	1234	SMOOTH		lisse	glatt	glad	borethe		10. Qualities		s143	
KBA-2021-912-838	838	m662-k-bp68-fl-fa	round	1395	ROUND		rond	rund	rond	raonte		10. Qualities		(s100)	
KBA-2021-912-839	839	m663-k-bp-fl-fa	straight	1404	STRAIGHT		droit	gerade	reguit	go tlhamalala		10. Qualities		s155	
KBA-2021-912-840	840	m664-k-bp-fl-fa	black	163	BLACK		noir	schwarz	swart	bontsho		10. Qualities	M590	s014	lj042
KBA-2021-912-841	841	m665-k-bp-fl-fa	white	1335	WHITE		blanc	weiß	wit	bosweu		10. Qualities	M592	s187	
KBA-2021-912-842	842	m666-k-bp61-fl-fa	red	156	RED		rouge	rot	rooi	bohibidu		10. Qualities	M591	s116	lj064
KBA-2021-912-843	843	m667-k-bp-fl-fa	green	1425	GREEN		vert	green	groen	botala		10. Qualities		s063	
KBA-2021-912-844	844	m668-k-bp-fl-fa	yellow	1424	YELLOW		jaune	yellow	geel	lephutshe		10. Qualities		s200	
KBA-2021-912-845	845	m669-k-bp-fl-fa	blue	837	BLUE		bleu	blau	blou			10. Qualities			
KBA-2021-912-846	846	m67-k-bp-fl-fa	violence	2976	VIOLENCE		violence	Gewalt	geweld	tshololo ya madi		1C. Social and Antisocial Behaviour	M167		
KBA-2021-912-847	847	m670-k-bp-fl-fa	good	1035	GOOD		bon	gut	goed	go siama		10. Qualities	M582	s061	lj056
KBA-2021-912-848	848	m671-k-bp-fl-fa	bad	1292	BAD		mauvais	schlecht	sleg	go senyega		10. Qualities	M583	s007	
KBA-2021-912-849	849	m672-k-bp-fl-fa	to be suitable					geeignet sein, passend sein	pas, passend wees	go tshwanela		10. Qualities	M599		
KBA-2021-912-850	850	m673-k-bp-fl-fa	to be sufficient				se suffir, être suffisant	ausreichen, genügen	voldoende wees	go lekana		10. Qualities	M598		
KBA-2021-912-851	851	m674-k-bp-fl-fa	right, correct	1725	CORRECT (RIGHT)		juste, correct	richtig, korrekt	reg	nnete		10. Qualities		s117	
KBA-2021-912-852	852	m675-k-bp-fl-fa	wisdom				sagesse	Weisheit	wysheid	kitso		10. Qualities	M588		
KBA-2021-912-853	853	m676-k-bp-fl-fa	stupidity				stupidité, bêtise	Dummheit	domheid	bomatla		10. Qualities	M589		
KBA-2021-912-854	854	m677-k-bp-fl-fa	stupid, dull	1518	STUPID		bête, stupide	dumm, blöd	dom, bot	sematla		10. Qualities		s033	
KBA-2021-912-855	855	m678-k-bp-fl-fa	I (1SG pronoun)	1209	I		je	ich	ek	nna		11. Grammatical Words		s078	lj014
KBA-2021-912-856	856	m679-k-bp-fl-fa	you (2SG pronoun)	1215	THOU		tu	du	jy	wena		11. Grammatical Words		s168	lj009
KBA-2021-912-857	857	m68-k-bp-fl-fa	to chase away	30	DISPEL		chasser	vertreiben, verjagen, wegjagen, fortjagen	voortjag	go koba		1C. Social and Antisocial Behaviour	M168		
KBA-2021-912-858	858	m680-k-bp-fl-fa	he/she/it (3SG pronoun)	262	HE OR SHE OR IT		il/elle	er/sie/es	hy	ene		11. Grammatical Words	M608	s052	
KBA-2021-912-859	859	m682-k-bp-fl-fa	you (2PL pronoun)	1213	YOU		vous	ihr	julle	wena		11. Grammatical Words		s198	
KBA-2021-912-860	860	m683-k-bp-fl-fa	they (3PL pronoun)	817	THEY		ils/elles	sie	hulle			11. Grammatical Words			
KBA-2021-912-861	861	m684-k-bp-fl-fa	here	136	HERE		ici	hier	hier	fa		11. Grammatical Words		s072	
KBA-2021-912-862	862	m685-k-bp-fl-fa	there (place)	1937	THERE		là	dort	daar	fale		11. Grammatical Words		s162	
KBA-2021-912-863	863	m686-k-bp-fl-fa	that way, there (direction)	3414	IN THAT WAY		là, par là	dahin, dorthin	soontoe, daarheen	kwa		11. Grammatical Words		s163	
KBA-2021-912-864	864	m687-k-bp-fl-fa	this	1214	THIS		ce	dieser	hierdie	se		11. Grammatical Words		s167	lj038
KBA-2021-912-865	865	m688-k-bp-fl-fa	that	78	THAT		celui (là)	jener (da)	daardie	sele		11. Grammatical Words		s161	
KBA-2021-912-866	866	m689-k-bp-fl-fa	who	1235	WHO		qui	wer	wie	mang		11. Grammatical Words		s188	lj034
KBA-2021-912-867	867	m69-k-bp-fl-fa	to steal	713	STEAL		voler, dérober	stehlen	steel	go utswa		1C. Social and Antisocial Behaviour	M169		
KBA-2021-912-868	868	m690-k-bp-fl-fa	what	1236	WHAT		qu'est-ce	was	wat	eng		11. Grammatical Words		s184	lj050
KBA-2021-912-869	869	m691-k-bp-fl-fa	when	1238	WHEN		quand	wann	wanneer	leng		11. Grammatical Words		s185	
KBA-2021-912-870	870	m692-k-bp-fl-fa	where	1237	WHERE		où	wo	waar	kae		11. Grammatical Words		s186	
KBA-2021-912-871	871	m693-k-bp-fl-fa	how	1239	HOW		comment	wie	hoe	jang		11. Grammatical Words		s075	
KBA-2021-912-872	872	m694-k-bp-fl-fa	in	1460	IN		dans	in	in	mo		11. Grammatical Words		s081	lj097
KBA-2021-912-873	873	m695-k-bp-fl-fa	at	1461	AT		à	bei, an	by, aan	kwa		11. Grammatical Words		s005	
KBA-2021-912-874	874	m696-k-bp-fl-fa	with	1340	WITH		avec	mit	met	leng		11. Grammatical Words		s194	
KBA-2021-912-875	875	m697-k-bp-fl-fa	and	1577	AND		et	und	en	leng		11. Grammatical Words		s002	
KBA-2021-912-876	876	m698-k-bp-fl-fa	because	1157	BECAUSE		parce que	weil	want	batla		11. Grammatical Words		s009	
KBA-2021-912-877	877	m699-k-bp-fl-fa	if	1459	IF		si	wenn	as	fa		11. Grammatical Words		s080	
KBA-2021-912-878	878	m7-k101-bp-fl-fa	baby	1289	BABY		enfant, bébé	Säugling, Baby	babetjie	lesea, ma-; nnana, bo-		1. Social life  1A.Social structure	M132		
KBA-2021-912-879	879	m70-k-bp-fl-fa	to deceive	3230	DECEIVE		tromper, duper (qqn.)	betrügen	bedrieg	go tsietsa		1C. Social and Antisocial Behaviour	M170		
KBA-2021-912-880	880	m700-k-bp-fl-fa	not	1240	NOT		ne...pas	nicht	nie	eseng		11. Grammatical Words		s107	lj056
KBA-2021-912-881	881	m71-k-bp-fl-fa	to hide	602	HIDE (CONCEAL)		cacher, dissimuler	verbergen, verstecken	wegsteek, wegkruip	go hitlha,go iphitlha		1C. Social and Antisocial Behaviour	M171		lj067
KBA-2021-912-882	882	m72-k-bp-fl-fa	to curse	8	CURSE		maudire	verfluchen, verwünschen	verwens	go neelela		1C. Social and Antisocial Behaviour	M172		
KBA-2021-912-883	883	m73-k-bp-fl-fa	to insult	3204	INSULT		insulter, injurier	beleidigen	beledig	go roga		1C. Social and Antisocial Behaviour	M173		
KBA-2021-912-884	884	m74-k-bp-fl-fa	to lie (tell a lie)	601	LIE (MISLEAD)		mentir	lügen	lieg	go aka		1C. Social and Antisocial Behaviour		s089	
KBA-2021-912-885	885	m75-k-bp-fl-fa	lie	2826	LIE (FALSEHOOD)		mensonge	Lüge	leuen, ligging	maaka		1C. Social and Antisocial Behaviour	M174	s089	
KBA-2021-912-886	886	m76-k-bp-fl-fa	to command	1998	COMMAND		commander, ordonner	befehlen	beveel	go laela		1D. Power and Judiciary	M184		
KBA-2021-912-887	887	m77-k-bp-fl-fa	to forbid	83	FORBID		interdire	verbieten, untersagen	verbied, belet	go sa letlelele		1D. Power and Judiciary	M185		
KBA-2021-912-888	888	m78-k-bp-fl-fa	to let, permit	3237	ALLOW OR PERMIT		permettre	zulassen, erlauben, gestatten	toestaan, veroorloof	-dumelela, -letla, -letlelela		1D. Power and Judiciary	M149		
KBA-2021-912-889	889	m79-k-bp-fl-fa	to make, force				forcer, obliger	zwingen	dwing, forseer			1D. Power and Judiciary			
KBA-2021-912-890	890	m8-k-bp-fl-fa	adult	3635	ADULT		adulte	Erwachsener	volwassen	mogolo, ba-		1. Social life  1A.Social structure	M133		
KBA-2021-912-891	891	m80-k-bp-fl-fa	to agree (to) (assent)	3643	AGREE		consentir, donner son adhésion, être d'accord	zustimmen, einverstanden sein, bewilligen	toestem	go dumalana		1D. Power and Judiciary	M186		
KBA-2021-912-892	892	m81-k-bp-fl-fa	to punish	3649	PUNISH		punir	bestrafen	bestraf, straf			1D. Power and Judiciary	M187		
KBA-2021-912-893	893	m82-k-bp-fl-fa	to obey	1635	OBEY		obéir	gehorchen	gehoorsaam wees			1D. Power and Judiciary	M118		
KBA-2021-912-894	894	m83-k-bp-fl-fa	to accuse	1814	ACCUSE		accuser	anklagen, beschuldigen	aankla, beskuldig	go sekisa		1D. Power and Judiciary	M179		
KBA-2021-912-895	895	m84-k-bp-fl-fa	to admit one's guilt				admettre, avouer la culpabilité ?	sich schuldig bekennen, seine Schuld zugeben, gestehen	skuld beken	go ipona molato		1D. Power and Judiciary	M180		
KBA-2021-912-896	896	m85-k-bp-fl-fa	to deny	755	DENY		nier	bestreiten, abstreiten, leugnen	ontken, verloën	go se ipone molato		1D. Power and Judiciary	M181		
KBA-2021-912-897	897	m86-k-bp-fl-fa	truth	1638	TRUTH		vérité	Wahrheit	waarheid	nnete		1D. Power and Judiciary	M182		
KBA-2021-912-898	898	m87-k-bp-fl-fa	oath	1712	OATH		serment	Eid, Schwur	eed	go ikana		1D. Power and Judiciary	M183		
KBA-2021-912-899	899	m88-k-bp-fl-fa	lawsuit, case				procédure	Prozess, Gerichtsverfahren	wetsgeding, proses	tsheko		1D. Power and Judiciary	M175		
KBA-2021-912-900	900	m89-k-bp-fl-fa	law	1062	LAW		loi	Gesetz	wet	molao		1D. Power and Judiciary	M176		
KBA-2021-912-901	901	m9-k-bp-fl-fa	mother   (if inalienable: his/her; possible without possessor?)	1216	MOTHER		mère	Mutter	moeder	mma, bomma (ref:mme, bomme)		1. Social life  1A.Social structure	M116	s097	
KBA-2021-912-902	902	m9-k17-bp-fl-fa	mother   (if inalienable: his/her; possible without possessor?)	1216	MOTHER		mère	Mutter	moeder	mma, bomma (ref:mme, bomme)		1. Social life  1A.Social structure	M116	s097	
KBA-2021-912-903	903	m90-k138-bp-fl-fa	judge	861	JUDGE		juge	Richter	regter	mosekisi		1D. Power and Judiciary	M177		
KBA-2021-912-904	904	m91-k-bp-fl-fa	to judge	1818	ADJUDICATE		juger	richten, urteilen, ein Urteil fällen	oordel	go sekisa		1D. Power and Judiciary	M178		
KBA-2021-912-905	905	m92-k-bp-fl-fa	to dance	1879	DANCE		danser	tanzen	dans	go bina		1E. Entertainment	M189		
KBA-2021-912-906	906	m93-k-bp-fl-fa	dance (popular, folk-)	3472	DANCE (MOVEMENT)		danse	Tanz	dans	pino		1E. Entertainment	M188		
KBA-2021-912-907	907	m94-k-bp-fl-fa	drum	908	DRUM		tambour	Trommel	tamboer, drom	moropa		1E. Entertainment	M190		
KBA-2021-912-908	908	m95-k-bp-fl-fa	to laugh	1355	LAUGH		rire	lachen	lag	go tshega		1E. Entertainment	M191	s044	lj061
KBA-2021-912-909	909	m96-k112-bp-fl-fa	to play	1413	PLAY		jouer	spielen	speel	go tshameka		1E. Entertainment	M192	s112	
KBA-2021-912-910	910	m97-k-bp-fl-fa	to sing	1261	SING		chanter	singen	sing	go opela		1E. Entertainment	M193	s135	
KBA-2021-912-911	911	m98-k-bp-fl-fa	song	1096	SONG		chanson	Lied	lied	pina		1E. Entertainment	M194		
