ID	NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	WORDPAIR_GLOSS	WORDPAIR	POS	SIMILARITY_SCORE_ARABIC	SIMILARITY_SCORE_CHINESE	SIMILARITY_SCORE_WELSH	SIMILARITY_SCORE_ENGLISH	SIMILARITY_SCORE_ESTONIAN	SIMILARITY_SCORE_FINNISH	SIMILARITY_SCORE_FRENCH	SIMILARITY_SCORE_HEBREW	SIMILARITY_SCORE_POLISH	SIMILARITY_SCORE_RUSSIAN	SIMILARITY_SCORE_SPANISH	SIMILARITY_SCORE_KISWAHILI	SIMILARITY_SCORE_YUE_CHINESE	SIMILARITY_SCORE_MEAN	ARABIC	CHINESE	WELSH	ESTONIAN	FINNISH	FRENCH	HEBREW	POLISH	RUSSIAN	SPANISH	KISWAHILI	YUE_CHINESE
Vulic-2020-3776-89	89	monk			monk; cross	word1-89	nouns	2.8	0.181818182	0.6	0.230769231	1	0.4	1.9	1.2	0.4	1.5	0.1	0.1	0.181818182	0.6495338	راهب	僧侣	mynach	munk	munkki	moine	נזיר	mnich	монах	monje	msalaba	僧侣
Vulic-2020-3776-90	90	star	1430	STAR	star; brightness	word1-90	nouns	2.8	0.272727273	1.1	0.615384615	1.4	0.8	1.3	1.4	1.1	1.4	2.7	2.8	2.545454545	1.452797203	نجمة	星	seren	täht	tähti	étoile	כוכב	gwiazda	звезда	estrella	nuru	星
Vulic-2020-3776-91	91	vision			vision; perception	word1-91	nouns	3.4	0.545454545	0.9	3.538461538	2.6	3.2	5	2.9	1.9	4.7	4.5	1.9	1	2.723659674	رؤية	视力	gweledigaeth	nägemine	näkö	vision	חזון	wizja	видение	visión	kuona	視力
Vulic-2020-3776-92	92	wine	1524	WINE	wine; brandy	word1-92	nouns	3.5	2.727272727	1.1	1.384615385	1.7	1.6	3.7	2.3	1.4	1.3	1.6	3.4	3.181818182	2.116142191	نبيذ	红酒	gwin	vein	viini	vin	יין	wino	вино	vino	divai	紅酒
Vulic-2020-3776-93	93	room	1450	ROOM	room; bath	word1-93	nouns	3.1	0.090909091	0.4	0.153846154	0.7	0.1	1.5	1.3	0.2	1.5	0.7	0.1	0.545454545	0.607517483	غرفة	房间	ystafell	tuba	huone	pièce	חדר	pokój	комната	habitación	chumba	房間
Vulic-2020-3776-94	94	hallway			hallway; corridor	word1-94	nouns	3.6	4.272727273	4.1	5.615384615	4.2	3.7	5.4	5.9	5.4	3.9	5.3	4.3	4.090909091	4.681585082	مدخل	过道	cyntedd	esik	eteishalli	couloir	פרוזדור	hol	проход	pasillo	ushoroba	過道
Vulic-2020-3776-95	95	orange	2627	ORANGE (FRUIT)	orange; citrus	word1-95	nouns	4.2	3.272727273	3.2	2.769230769	3.3	4.1	4.4	3.1	3.4	4	3	5.9	5.090909091	3.794405594	برتقال	橙子	oren	apelsin	appelsiini	orange	תפוז	pomarańcza	апельсин	naranja	machungwa	橙子
Vulic-2020-3776-96	96	church	1349	CHURCH	church; choir	word1-96	nouns	1.9	0.181818182	0.6	0.384615385	1.6	0.6	2.7	1.5	1	1.3	1.2	1.5	0.636363636	1.1002331	كنيسة	教堂	eglwys	kirik	kirkko	église	כנסייה	kościół	церковь	Iglesia	kanisa	教堂
Vulic-2020-3776-97	97	clothes	1895	CLOTHES	clothes; drawer	word1-97	nouns	2.5	0.090909091	0.6	0.307692308	1	0.2	1.4	1.1	0.3	0.7	1.3	0.7	0.454545455	0.679428904	ملابس	衣服	dillad	riided	vaatteet	habit	בגדים	ubrania	одежда	ropa	nguo	衣服
Vulic-2020-3776-98	98	day			day; dawn	word1-98	nouns	3.2	2.636363636	1.1	2.307692308	1.6	2.1	4.1	2.1	2	1	2.6	1.2	2.545454545	2.107459207	يوم	白天	dydd	päev	päivä	jour	יום	dzień	день	día	mchana	白天
Vulic-2020-3776-99	99	beast			beast; animal	word1-99	nouns	2	3.545454545	3.1	4	4.9	2.7	5.4	3.2	2.5	5.1	4.1	1.6	3.454545455	3.633333333	وحش	野兽	bwystfil	elajas	peto	bête	בהמה	bestia	зверь	bestia	nunda	野獸
Vulic-2020-3776-100	100	jar			jar; bottle	word1-100	nouns	2.8	4.272727273	2.8	3.307692308	2.5	2.3	3.1	2.8	1	1.5	2.3	0.4	3.454545455	2.477913753	جرة	广口瓶	jar	klaaspurk	purkki	pot	קנקן	słoik	банка	tarro	kopo	廣口瓶
Vulic-2020-3776-101	101	river			river; sea	word1-101	nouns	2.6	2.090909091	1.2	1.384615385	1.6	1.4	2.8	2.2	1.4	0.8	2.4	2.4	2.181818182	1.821445221	نهر	河流	afon	jõgi	joki	rivière	נהר	rzeka	река	río	mto	河流
Vulic-2020-3776-102	102	fact			fact; insight	word1-102	nouns	2.6	0.181818182	0.8	1.846153846	1.2	0.8	1	2.2	1.6	3.1	0.5	1.9	0.636363636	1.313694639	حقيقة	事实	ffaith	fakt	fakta	fait	עובדה	fakt	факт	hecho	ukweli	事實
Vulic-2020-3776-103	103	tribunal			tribunal; justice	word1-103	nouns	3.2	0.909090909	0.8	2	1.8	1.5	3.7	2.2	2	1.7	2.6	1.9	2.636363636	1.978787879	محكمة	法庭	tribiwnlys	vahekohus	tuomioistuin	tribunal	בית דין	trybunał	суд	tribunal	haki	法庭
Vulic-2020-3776-104	104	past			past; antecedent	word1-104	nouns	5.5	4.090909091	0.9	2.307692308	1.5	1.5	4.9	2.3	1.2	3.9	3.4	1.1	3	2.508216783	ماضي	过去	gorffennol	minevik	menneisyys	passé	עבר	przeszłość	прошлое	pasado	antecedent	過去
Vulic-2020-3776-105	105	globalism			globalism; visa	word1-105	nouns	1	0.727272727	0.2	0.384615385	1	0.5	1.2	0.7	0	0.4	0.8	0.1	0.363636364	0.531293706	عولمة	全球化	bydiaeth	globalism	globalismi	globalisation	גלובליזם	globalizm	глобализм	globalismo	mhuri	全球化
Vulic-2020-3776-106	106	monster			monster; demon	word1-106	nouns	2.5	2.727272727	2.4	3.923076923	3.7	4.3	4.7	4.9	4.2	4.5	3.3	1.5	3.272727273	3.618589744	وحش	怪兽	anghenfil	koletis	hirviö	monstre	מפלצת	potwór	чудовище	monstruo	jitu	怪獸
Vulic-2020-3776-107	107	lawyer			lawyer; banker	word1-107	nouns	1.6	0.181818182	0.8	0.538461538	1.2	1.1	1.8	1.2	0.4	0.8	1.4	0.5	1.727272727	0.970629371	محام	律师	cyfreithiwr	advokaat	lakimies	avocat	פרקליט	prawnik	юрист	abogado	mwanasheria	律師
Vulic-2020-3776-108	108	spoon	1378	SPOON	spoon; cup	word1-108	nouns	2.2	0.090909091	1	0.692307692	1.2	1.2	1.9	1.5	0.4	0.8	1.2	0.7	1	0.973601399	ملعقة	勺子	llwy	lusikas	lusikka	cuillère	כף	łyżka	ложка	cuchara	kijiko	匙羹
Vulic-2020-3776-109	109	second			second; minute	word1-109	nouns	3.3	2.090909091	0	1.076923077	1.7	2.2	3.2	2.3	0.9	1.1	2.5	2.8	3.181818182	1.920804196	ثانية	秒	ail	sekund	sekunti	seconde	שנייה	sekunda	секунда	segundo	sekunde	秒
Vulic-2020-3776-110	110	happiness	2941	HAPPINESS	happiness; sadness	word1-110	nouns	1.4	0	0.4	0.076923077	1	0.4	1.9	1.1	0	0.1	0.8	0.2	0.181818182	0.513228438	سعادة	幸福	hapusrwydd	rõõm	onnellisuus	bonheur	שמחה	szczęscie	счастье	felicidad	huzuni	幸福
Vulic-2020-3776-111	111	galaxy			galaxy; astronomer	word1-111	nouns	3	0.181818182	0.3	0.538461538	1.2	0.7	1.9	1.5	1.1	1.5	1.6	0	2.181818182	1.058508159	مجرة	星系	galaeth	galaktika	galaksi	galaxie	גלקסיה	galaktyka	галактика	galaxia	mtaalam wa nyota	星系
Vulic-2020-3776-112	112	worker	2977	WORKER	worker; camera	word1-112	nouns	0.5	0.090909091	0	0	0.1	0.1	0.1	0.2	0.3	0.5	0.1	0	0.363636364	0.154545455	عامل	工作者	gweithiwr	tööline	työläinen	ouvrier	עובד	robotnik	работник	obrero	mfanyakazi	工作者
Vulic-2020-3776-113	113	kidney	489	KIDNEY	kidney; organ	word1-113	nouns	3.2	4.363636364	2.6	2	2.1	2.5	4.2	2.1	3.5	2.2	3.2	2.4	3.454545455	2.884848485	كلية	肾	aren	neer	munuainen	rein	כלייה	nerka	почка	riñón	figo	腎
Vulic-2020-3776-114	114	football			football; soccer	word1-114	nouns	3.5	4.272727273	5.9	5.538461538	2.9	5.8	4.2	3	5.4	2.5	2.5	6	5.181818182	4.432750583	كرة القدم	足球	pêl-droed	ameerika jalgpall	jalkapallo	football	פוטבול	piłka nożna	американский футбол	fútbol	soka	足球
Vulic-2020-3776-115	115	guy			guy; girl	word1-115	nouns	2	0.272727273	0.8	0.769230769	1	1	2.1	3	0	0.1	1.2	0.2	0.636363636	0.923193473	شاب	男人	dyn	kutt	heppu	mec	נער	facet	парень	chico	mvulana	男人
Vulic-2020-3776-116	116	boy	1366	BOY	boy; brother	word1-116	nouns	2.7	2.181818182	1.6	1.692307692	1.9	2.4	2.7	2.6	1.1	1.2	1.7	2.7	2.909090909	2.056934732	صبي	男孩	bachgen	poiss	poika	garçon	ילד	chłopiec	мальчик	niño	mvulana	男孩
Vulic-2020-3776-117	117	exchange			exchange; replacement	word1-117	nouns	4.4	4.636363636	2.9	3	3.6	4.1	5.4	3.8	3.1	4.7	3.2	1.7	4.090909091	3.685606061	تبادل	交换	cyfnewid	vahetus	vaihto	échange	החלפה	wymiana	обмен	intercambio	badala	交換
Vulic-2020-3776-118	118	poet	1045	POET	poet; journalist	word1-118	nouns	1.5	0	0.4	0.615384615	1.4	0.9	1.8	1.6	0.5	0.7	0.9	0.4	0.090909091	0.775524476	شاعر	诗人	bardd	luuletaja	runoilija	poète	משורר	poeta	поэт	poeta	mwanahabari	詩人
Vulic-2020-3776-119	119	remainder			remainder; difference	word1-119	nouns	1.5	2.363636364	3.4	3.538461538	0.3	0.3	3	1.7	1.6	1.8	0.4	0.4	2.727272727	1.794114219	بقية	剩余	gweddill	meelespea	muistutus	reste	שארית	reszta	остаток	recordatorio	tofauti	剩餘
Vulic-2020-3776-120	120	cow	1007	COW	cow; goat	word1-120	nouns	2.8	0.454545455	1.2	0.846153846	1.1	1.5	2.6	1.7	1.1	0.5	1.3	0.5	2.272727273	1.256118881	بقرة	牛	buwch	lehm	lehmä	vache	פרה	krowa	корова	vaca	ngombe	牛
Vulic-2020-3776-121	121	parliament			parliament; congress	word1-121	nouns	1.8	2.727272727	2.4	2.923076923	2.8	3.9	4.1	4.1	2.4	1.9	3.6	2.6	3.272727273	3.06025641	برلمان	议会	senedd	parlament	parlamentti	parlement	פרלמנט	parlament	парламент	parlamento	mkutano	議會
Vulic-2020-3776-122	122	fun			fun; football	word1-122	nouns	2.6	0.090909091	0.3	0	0.8	0.3	0.7	0.8	1.2	1.1	1.2	0.9	0.363636364	0.646212121	مرح	有趣	hwyl	lõbu	hauskanpito	plaisir	כיף	zabawa	развлечение	divertido	burudani	有趣
Vulic-2020-3776-123	123	wealth	2996	WEALTH	wealth; poverty	word1-123	nouns	1.2	0	0.4	0.230769231	0.8	0.6	1.9	1	0.2	0.2	0.2	0.3	0.272727273	0.508624709	ثروة	财富	cyfoeth	jõukus	varallisuus	richesse	עושר	bogactwo	богатство	riqueza	utajiri	財富
Vulic-2020-3776-124	124	cab			cab; bus	word1-124	nouns	3	2.090909091	0.8	1.076923077	1.6	1.7	3.1	2.3	1.3	0.8	2	2.4	2.545454545	1.809440559	سيارة أجرة	出租车	cab	takso	taksi	taxi	מונית	taksówka	таксомотор	taxi	teksi	的士
Vulic-2020-3776-125	125	alcohol	404	ALCOHOL (FERMENTED DRINK)	alcohol; gin	word1-125	nouns	1	3.727272727	2	1.923076923	2.2	2.8	3.8	2.2	3.9	2.1	2.3	2.5	4.090909091	2.795104895	كحول	酒	alcohol	alkohol	alkoholi	alcool	אלכוהול	alkohol	алкоголь	alcohol	kileo	酒
Vulic-2020-3776-126	126	heart	1223	HEART	heart; surgery	word1-126	nouns	1.9	0.181818182	0.2	0.153846154	0.6	0.6	1.8	0.9	0.3	0.8	1	0.6	0.727272727	0.655244755	قلب	心脏	calon	süda	sydän	coeur	לב	serce	сердце	corazón	moyo	心臟
Vulic-2020-3776-127	127	elegance			elegance; style	word1-127	nouns	2.5	1.818181818	2.4	3.307692308	3.2	4.3	4.8	2	4.6	3.8	4.1	0.3	0.727272727	2.946095571	أناقة	优雅	ceinder	elegants	eleganssi	élégance	אלגנטיות	elegancja	элегантность	elegancia	uzuri	優雅
Vulic-2020-3776-128	128	cattle	1153	CATTLE	cattle; beef	word1-128	nouns	3.5	2.909090909	3	3.076923077	0.8	2.8	4.5	3.8	3.5	2.9	3.5	0.4	2.181818182	2.780652681	بقرة	家牛	gwartheg	kari	karja	bétail	בקר	bydło	скот	ganado	mifugo	家牛
Vulic-2020-3776-129	129	task			task; highway	word1-129	nouns	0.8	0	0	0	0.2	0	0.1	0	0.1	0.2	0.1	0.2	0	0.075	مهمة	任务	tasg	ülesanne	tehtävä	tâche	משימה	zadanie	задача	tarea	jukumu	任務
Vulic-2020-3776-130	130	night	1233	NIGHT	night; day	word1-130	nouns	1.5	0	0.2	0.307692308	1.1	1.2	2.4	1	0.1	0.2	1	0.4	0.272727273	0.681701632	ليل	晚上	nos	öö	yö	nuit	לילה	noc	ночь	noche	usiku	晚上
Vulic-2020-3776-131	131	container			container; mouse	word1-131	nouns	0	0	0	0	0.4	0	0.1	0	0.1	0	0.1	0	0	0.058333333	وعاء	容器	cynhwysydd	konteiner	säilytysastia	réceptacle	מיכל	pojemnik	контейнер	envase	chombo	容器
Vulic-2020-3776-132	132	game	2467	GAME	game; trick	word1-132	nouns	1.6	0.636363636	1	0.692307692	1.7	0.9	2.4	1.5	1	0.9	2	0.5	0.363636364	1.132692308	لعبة	游戏	gêm	mäng	peli	jeu	משחק	gra	игра	juego	mchezo	遊戲
Vulic-2020-3776-133	133	cattle			cattle; yogurt	word1-133	nouns	2.6	0.545454545	0.1	0.538461538	0.4	0.3	0.3	1	0.3	0.3	0.6	0.1	0.363636364	0.403962704	بقرة	家牛	gwartheg	kari	karja	bétail	בקר	bydło	коро́ва	ganado	mgando	家牛
Vulic-2020-3776-134	134	ostrich	3797	OSTRICH	ostrich; orchard	word1-134	nouns	0	0	0	0	0	0	0.1	0.2	0	0	0.4	0	0	0.058333333	نعامة	鸵鸟	estrys	jaanalind	strutsi	autruche	יען	struś	страус	avestruz	kiunga	鴕鳥
Vulic-2020-3776-135	135	people	789	PEOPLE	people; balloon	word1-135	nouns	0.3	0	0	0	0.2	0	0	0.2	0.1	0	0.5	0	0	0.083333333	ناس	人	pobl	rahvas	ihmiset	peuple	אנשים	ludzie	народ	gente	watu	人
Vulic-2020-3776-136	136	door			door; kitchen	word1-136	nouns	0.8	0	0.2	0.076923077	0.5	0.3	0.9	0.9	0.2	0.8	0.7	0.1	0.363636364	0.42004662	باب	门	drws	uks	ovi	porte	דלת	drzwi	дверь	puerta	mlango	門
Vulic-2020-3776-137	137	business	2931	BUSINESS	business; industry	word1-137	nouns	3.5	0.909090909	1.9	3.923076923	2.1	1.9	2.9	2	2.3	1.6	3.1	1.7	2.636363636	2.247377622	عمل	商业	busnes	äri	liiketoiminta	affaire	עסק	biznes	предприятие	negocio	biashara	商業
Vulic-2020-3776-138	138	pollution			pollution; president	word1-138	nouns	0.2	0	0	0.230769231	0.1	0	0.5	0.1	0.2	0	0.5	0.2	0	0.152564103	تلوث	污染	llygredd	reostus	saastuminen	pollution	זיהום	zanieczyszczenie	загрязнение	contaminación	uchafuzi	污染
Vulic-2020-3776-139	139	sea	1474	SEA	sea; ocean	word1-139	nouns	3.4	5.909090909	4	5.153846154	3.1	4.5	4.8	3.5	2	1.8	4.2	2.8	5.545454545	3.942365967	بحر	海	môr	meri	meri	mer	ים	morze	море	mar	bahari	海
Vulic-2020-3776-140	140	chapel			chapel; cable	word1-140	nouns	1.2	0	0	0	0	0	0.1	0	0.1	0	0	0	0	0.016666667	مصلى كنسي	教堂	capel	kabel	kappeli	chapelle	קפלה	kaplica	часовня	capilla	amari	教堂
Vulic-2020-3776-141	141	clothes			clothes; button	word1-141	nouns	2.4	0.454545455	0.2	0.615384615	0.8	1.4	2.2	1.3	0.6	1.3	1.4	0.6	0.818181818	0.974009324	ملابس	衣服	dillad	riided	vaatteet	habit	בגדים	ubrania	одежда	ropa	nguo	衣服
Vulic-2020-3776-142	142	deck			deck; mouse	word1-142	nouns	0.3	0	0	0	0.3	0	0.1	0.1	0	0.8	0	0	0.090909091	0.115909091	سطح السفينة	甲板	dec	tekk	kansi	pont	סיפון	pokład	палуба	cubierta	sitaha	甲板
Vulic-2020-3776-143	143	denial			denial; confession	word1-143	nouns	1.4	0	0.3	0.538461538	1	0.3	1.7	0.7	0.3	0.1	1.2	0.2	0.454545455	0.566083916	إنكار	否认	gwadu	eitamine	kieltäminen	déni	הכחשה	wyparcie	отрицание	negación	kanusho	否認
Vulic-2020-3776-144	144	ball			ball; cannon	word1-144	nouns	0.9	0	0.6	0.615384615	1.4	0	0.9	1	0.1	1.2	0.4	0.2	0.181818182	0.5497669	كرة	球	pêl	kuul	pallo	ballon	כדור	bal	ядро	pelota	mpira	球
Vulic-2020-3776-145	145	girl	1646	GIRL	girl; child	word1-145	nouns	1	2.909090909	1.3	1.846153846	1.6	2.7	3.2	4	1.1	1.6	3.2	0.6	2.454545455	2.209149184	فتاة	女孩	geneth	tüdruk	tyttö	fille	נערה	dziewczyna	девочка	niña	msichana	女孩
Vulic-2020-3776-146	146	anatomy			anatomy; biology	word1-146	nouns	3	2.636363636	2.8	2.769230769	2	2.3	3.4	3	2.3	1.5	2.2	0.4	2.545454545	2.320920746	تشريح	解剖学	anatomeg	anatoomia	anatomia	anatomie	אנטומיה	anatomia	анатомия	anatomía	viungo	解剖學
Vulic-2020-3776-147	147	dairy			dairy; honey	word1-147	nouns	1.2	0.363636364	0.2	0.307692308	0.3	0	2	0.5	0.1	0.2	0.5	0	0.272727273	0.395337995	ألبان	乳制品	cynnyrch llaeth	meierei	päiväkirja	yaourt	מחלבה	nabiał	молочные продукты	lácteos	asali	乳製品
Vulic-2020-3776-148	148	house			house; barn	word1-148	nouns	2.8	0.545454545	0.4	0.846153846	1.4	2.4	2.5	1.3	0.6	1	0.8	2.7	0.727272727	1.268240093	بيت	屋	tŷ	maja	talo	maison	בית	dom	дом	casa	nyumba	屋
Vulic-2020-3776-149	149	dinner			dinner; soup	word1-149	nouns	3	0.454545455	1.3	1.076923077	1.5	1.7	3.2	1.8	1.6	1	2.1	0.4	1.181818182	1.442773893	عشاء	晚餐	cinio	õhtusöök	päivällinen	dîner	סעודה	kolacja	ужин	cena	chakula cha usiku	晚餐
Vulic-2020-3776-150	150	accident			accident; catastrophe	word1-150	nouns	3.1	3	3.3	3.153846154	4.4	4.3	4.8	4.2	4.5	3.7	3.4	1.9	2.909090909	3.630244755	حادث	意外	damwain	õnnetus	onnettomuus	accident	תאונה	wypadek	авария	accidente	ajali	意外
Vulic-2020-3776-151	151	curve			curve; angle	word1-151	nouns	1.9	1	1.3	0.769230769	1.5	1.2	2.6	2.7	0.7	2.7	2.2	1.4	1.909090909	1.66486014	منحنئ	弯曲	cromlin	kurv	käyrä	courbe	עקומה	krzywa	изгиб	curva	tao	彎曲
Vulic-2020-3776-152	152	character	1024	CHARACTER	character; person	word1-152	nouns	3.2	4.272727273	3.1	2.538461538	2.5	3.7	4.7	0.7	1.6	2.5	2.8	2.6	4.272727273	2.94032634	شخصية	人物	cymeriad	tegelane	hahmo	personnage	אופי	charakter	персонаж	personaje	mtu	人物
Vulic-2020-3776-153	153	basketball			basketball; baseball	word1-153	nouns	2.8	0.636363636	2.1	0.538461538	1.4	2.2	3.1	2.2	1.7	1	1.5	0.2	1.727272727	1.525174825	كرة السلة	篮球	pêl-fasged	korvpall	koripallo	basket	כדורסל	koszykówka	баскетбол	baloncesto	mpira wa kikapu	籃球
Vulic-2020-3776-154	154	symbol			symbol; sign	word1-154	nouns	5	5	4.4	4.769230769	4.7	5.4	5.5	4.7	5.7	4.5	1	3.9	3.818181818	4.448951049	رمز	象征	symbol	sümbol	symboli	symbole	סמל	symbol	символ	símbolo	alama	象徵
Vulic-2020-3776-155	155	king			king; princess	word1-155	nouns	3.1	0	0.9	0.769230769	1.4	1.5	3.3	2	1.2	0.9	1.8	2.9	2.090909091	1.563344988	ملك	国王	brenin	kuningas	kuningas	roi	מלך	król	король	Rey	mfalme	國王
Vulic-2020-3776-156	156	couple			couple; pair	word1-156	nouns	3.9	3.363636364	5.9	5.230769231	3.9	4.9	5.8	5.6	5.1	5.2	4.6	5.8	3.090909091	4.873776224	زوجان	情侣	cwpl	mõni	pariskunta	couple	זוג	dwójka	чета	Pareja	vitu viwili	情侶
Vulic-2020-3776-157	157	photophone			photophone; homophone	word1-157	nouns	0.4	0	0.3	0.076923077	0.2	0	0.5	1	0.1	0.2	0.8	0	0	0.26474359	تلفون ضوئي	光线电话机	ffotoffon	fotofon	valopuhelin	photophone	פוטופון	fotofon	фотофон	fotófono	nyumba ya nyumbani	光線電話機
Vulic-2020-3776-158	158	target			target; arrow	word1-158	nouns	2.6	0.727272727	0.6	0.384615385	0.8	0.1	2.6	1.5	0.3	1	1.2	0.7	1	0.909324009	هدف	目标	targed	sihtmärk	kohde	cible	מטרה	cel	мишень	objetivo	lengo	目標
Vulic-2020-3776-159	159	priest	852	PRIEST	priest; monk	word1-159	nouns	4.3	2.545454545	2	3.307692308	2	1.4	5	3.6	2.5	3.4	3.3	2.9	3.181818182	2.927913753	كاهن	神职人员	offeiriad	preester	pappi	prêtre	כומר	ksiądz	священник	sacerdote	padri	神職人員
Vulic-2020-3776-160	160	student	753	PUPIL (STUDENT)	student; pupil	word1-160	nouns	5.9	4	4.9	5.692307692	3.7	5.2	5.7	5.2	4.5	5.4	5.5	4.4	3	4.766025641	طالب	学生	myfyriwr	üliõpilane	opiskelija	étudiant	סטודנט	student	учащийся	estudiante	mwanafunzi	學生
Vulic-2020-3776-161	161	baby	1289	BABY	baby; daughter	word1-161	nouns	2.5	2.727272727	1.1	1.846153846	1.5	2.1	2.6	3.2	2.6	1.4	2.9	0.6	1.909090909	2.04020979	طفل	婴儿	babi	tita	vauva	bébé	תינוקת	niemowlę	младенец	bebé	mtoto mchanga	嬰兒
Vulic-2020-3776-162	162	apple	1320	APPLE	apple; sauce	word1-162	nouns	1.5	0.181818182	0.4	0.769230769	0.4	0.7	1.5	0.7	0.1	1	0.6	0.1	0.363636364	0.567890443	تفاحة	苹果	afal	õun	omena	pomme	תפוח	jabłko	яблоко	manzana	matofaa	蘋果
Vulic-2020-3776-163	163	prince			prince; king	word1-163	nouns	3.1	2	1.1	1.923076923	1.9	2	4.3	2.3	1.4	1.3	2.2	2.9	2.363636364	2.140559441	أمير	王子	tywysog	prints	prinssi	prince	נסיך	książę	принц	Príncipe	mtoto wa mfalme	王子
Vulic-2020-3776-164	164	presence			presence; door	word1-164	nouns	1	0	0	0	0.4	0	0.3	0.3	0	0.2	0.6	0	0	0.15	حضور	存在	presenoldeb	kohalolek	läsnäolo	présence	נוכחות	obecność	присутствие	presencia	uwepo	存在
Vulic-2020-3776-165	165	bed	1663	BED	bed; couch	word1-165	nouns	3.2	0.818181818	0.7	1.230769231	2.5	0	3.4	2.3	3.6	4.1	2.1	1.4	2.727272727	2.073018648	سرير	床	gwely	voodi	sänky	lit	מיטה	łóżko	кровать	cama	kitanda	床
Vulic-2020-3776-166	166	geyser			geyser; spring	word1-166	nouns	2.7	3.818181818	0	2.846153846	3.6	0	3.9	0	2.9	0.2	0.6	2.7	3.454545455	2.001573427	فوارة حارة	喷泉	geiser	geiser	geisir	geyser	גייזר	gejzer	гейзер	géiser	kisima	噴泉
Vulic-2020-3776-167	167	digit			digit; number	word1-167	nouns	4	4.545454545	5.4	5.153846154	4.6	5.1	5.2	5.2	4.6	4.6	4.9	5.6	4	4.908275058	منزلة	数字	digid	number	luku	chiffre	ספרה	cyfra	цифра	dígito	nambari	數字
Vulic-2020-3776-168	168	hashtag			hashtag; topic	word1-168	nouns	0.8	3	0.6	0.769230769	2.6	0.5	3.4	0.4	2	2.9	2.5	0	3.636363636	1.858799534	علامة المربع	主题标签	hashnod	teemaviide	risuaita	hashtag	סולמית	hasztag	хэштег	hashtag	mada	主題標籤
Vulic-2020-3776-169	169	confidence			confidence; self	word1-169	nouns	1.3	0.545454545	0.1	0.923076923	1.2	1.4	1.8	0.7	0.9	2.4	1.2	0.3	0.636363636	1.008741259	ثقة	自信	hyder	kindlustunne	itseluottamus	confiance	ביטחון	pewność siebie	уверенность	confianza	hakika	自信
Vulic-2020-3776-170	170	doctor			doctor; orthodontist	word1-170	nouns	3.7	3.545454545	1.1	1.307692308	3.3	2.1	3.6	2.5	3.5	2.1	2.1	2.8	3.272727273	2.602156177	طبيب	医生	meddyg	arst	tohtori	docteur	רופא	doktor	врач	médico	daktari	醫生
Vulic-2020-3776-171	171	jail			jail; choice	word1-171	nouns	0.6	0.090909091	0	0	0.4	0	0.3	0.7	0.1	0	0.3	0.2	0	0.174242424	سجن	监狱	carchar	vangla	vankila	prison	כלא	więzienie	тюрьма	cárcel	jela	監獄
Vulic-2020-3776-172	172	car			car; elevator	word1-172	nouns	0.3	0	0.2	0.076923077	0.7	0.1	0.7	0.8	0	0.8	0.3	0.7	0.181818182	0.379895105	سيارة	汽车	car	auto	auto	voiture	מכונית	samochód	автомобиль	coche	gari	汽車
Vulic-2020-3776-173	173	camera	2618	CAMERA	camera; president	word1-173	nouns	0.1	0	0	0	0.4	0	0.1	0.1	0	0.2	0.9	0	0	0.141666667	صوارة	相机	camera	kaamera	kamera	appareil photo	מצלמה	aparat	фотоаппарат	cámara	kamera	相機
Vulic-2020-3776-174	174	infection			infection; inflection	word1-174	nouns	0.2	0	0	0	0	0	0.3	0.1	0.1	0	0.2	1.5	0.181818182	0.198484848	عدوى	感染	haint	nakkus	infektio	infection	זיהום	infekcja	инфекция	infección	inflection	感染
Vulic-2020-3776-175	175	seedling	3050	SEEDLING	seedling; leaf	word1-175	nouns	2.3	0.818181818	1.2	0.692307692	0.9	1.2	1.4	1.8	0.2	0.9	1.5	1.2	1.090909091	1.07511655	زراعة	幼苗	eginblanhigyn	seemik	taimi	semis	נבט	siewka	саженец	planta de semilla	jani	幼苗
Vulic-2020-3776-176	176	capacitor			capacitor; diode	word1-176	nouns	1	0.363636364	0.3	1.230769231	1.7	1.3	1.9	1.9	0.5	1.4	2.1	1.5	2.454545455	1.387412587	مكثف	电容器	cynhwysor	kondensaator	kondensaattori	condensateur	קבל	kondensator	конденсатор	condensador	diode	電容器
Vulic-2020-3776-177	177	racket	3096	RACKET	racket; ball	word1-177	nouns	0.3	0.363636364	0.9	0.692307692	1.1	0.6	2.3	1.3	0.2	1.2	1.3	0.6	0.727272727	0.940268065	راحة	球拍	raced	reket	maila	raquette	מחבט	rakieta	ракетка	raqueta	mpira	球拍
Vulic-2020-3776-178	178	paper	648	PAPER	paper; cardboard	word1-178	nouns	3.7	3	2.3	2.692307692	2.8	3.2	4.1	2.5	3.5	2.8	3.5	1.7	2.545454545	2.886480186	ورقة	纸	papur	paber	paperi	papier	נייר	papier	бумага	papel	karatasi	紙
Vulic-2020-3776-179	179	demon			demon; angel	word1-179	nouns	1.5	0.272727273	0.1	0.230769231	1.4	0.8	2.1	1.3	0.2	0.2	1	0.3	0.272727273	0.681351981	شيطان	恶魔	cythraul	deemon	demoni	démon	שד	demon	демон	demonio	malaika	惡魔
