ID	NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	SEMANTIC_CLASS	TYPICAL_ATTRIBUTE	COHYPONYMY	TYPICAL_EVENT	HYPERONYM	MERONYM	RANDOM_ADJECTIVE	RANDOM_NOUN	RANDOM_VERB
Baroni-2011-200-84	84	beaver	1194	BEAVER	ground_mammal	aquatic, brown, industrious, little, old, small, smart, wild, young	bear, bull, cat, cow, coyote, deer, dog, dolphin, donkey, elephant, fox, giraffe, goat, gorilla, hamster, horse, lion, mouse, pig, rabbit, rat, sheep, squirrel, tiger, whale	breathe, build, chase, chew, climb, cut, die, drink, eat, hunt, kill, run, shoot, swim, trap	animal, beast, chordate, creature, mammal, rodent, vertebrate	ear, eye, foot, fur, head, leg, mouth, muzzle, nose, snout, tail, tooth	anti-social, final, modular, more, northern, south	airway, amateur, archdeaconry, being, cart, chair, claimant, coffee-table, course, digger, effectiveness, erosion, fence, foliage, heat, hoof, microprocessor, mortgage, oxide, pastime, popularity, powder, prescriber, process, progression, recession, reduction, rose, section, series, siege, test, theology, unemployment, vowel, worker	appear, assess, consist, defeat, flow, heal, initiate, orient, post, reinstate, restore, rotate, stem, stroll, teach
Baroni-2011-200-85	85	bull	1008	BULL	ground_mammal	aggressive, big, black, brown, dangerous, domestic, fast, gray, grey, heavy, large, male, old, strong, young	bear, beaver, cat, cow, coyote, deer, dog, dolphin, donkey, elephant, fox, giraffe, goat, gorilla, horse, lion, pig, rabbit, rat, sheep, squirrel, tiger, whale	attack, breathe, breed, castrate, charge, die, drink, eat, farm, feed, fight, graze, herd, kill, live, moo, ride, run, sleep, walk	animal, beast, chordate, creature, herbivore, mammal, ruminant, ungulate, vertebrate	beef, ear, eye, foot, head, hoof, horn, leg, meat, mouth, muzzle, nose, skin, snout, spot, stomach, tail	American, considerable, due, environmental, fantastic, invaluable, occupied, overwhelming, past, regular, small, social, such	access, auto, bassist, bunker, cave, chapter, charm, cluster, continuation, dining, director, enthronement, eurobasket, goalkeeper, government, handgun, hatch, hilltop, hospice, hotel, hustings, jingle, lane, leave, load, local, manga, medication, mistake, orbit, outfits, packet, pamphlet, progress, promotion, putt, replica, ritual, scale, south, sugar, summons, townspeople, ya	abseil, ask, break, carry, change, circulate, enjoy, fix, induce, inform, ken, mark, minimise, teach, think, type, zip
Baroni-2011-200-86	86	cat	1208	CAT	ground_mammal	agile, beautiful, black, curious, cute, domestic, gray, grey, hungry, independent, old, quick, quiet, silent, small, smart, soft, white, young	bear, beaver, bull, cougar, cow, coyote, deer, dog, dolphin, donkey, elephant, fox, giraffe, goat, gorilla, horse, jaguar, leopard, lion, panther, pig, rabbit, rat, sheep, squirrel, tiger, whale	breathe, chase, clean, die, drink, eat, feed, hiss, hunt, jump, keep, kill, leap, lick, live, meow, purr, run, scratch, see, sit, sleep, smell, stalk, stroke, walk, wash	animal, beast, carnivore, chordate, creature, feline, mammal, pet, vertebrate	claw, collar, ear, eye, fur, head, leg, mouth, muzzle, nose, paw, snout, tail, tooth, whisker	German, Macedonian, York-based, civilian, complementary, different, entire, extensive, isolated, meticulous, molecular, much, online, post-war, rival, tight, very	Quaker, Torah, advantage, badminton, biopsy, bridgehead, church, competence, cricketer, dagger, ditch, doorway, essence, excitation, extradition, fanatic, feminism, fracas, general, guild, heroin, ibis, inception, indication, layer, manpower, marketer, meningitis, method, mom, municipality, nonzero, patrol, pint, pitch, province, provision, rocket, scion, scrutiny, sequence, situ, sorcerer, tide, unrest, youth	accord, argue, buy, capitalize, despise, dock, ease, employ, expand, feature, finance, give, knit, meddle, officiate, outline, promote, put, rise, slouch, spring, survey, tell, torch, tour, unwind
Baroni-2011-200-87	87	cow	1007	COW	ground_mammal	big, black, brown, domestic, edible, female, gray, grey, heavy, herbivorous, large, old, peaceful, slow, smelly, stupid, tame, white, young	bear, beaver, buffalo, bull, cat, coyote, deer, dog, dolphin, donkey, elephant, fox, giraffe, goat, gorilla, horse, lion, pig, rabbit, rat, sheep, squirrel, tiger, whale	breathe, breed, calve, die, drink, eat, farm, feed, graze, herd, jump, kill, live, milk, moo, sleep, walk	animal, beast, cattle, chordate, creature, herbivore, mammal, ruminant, ungulate, vertebrate	beef, ear, eye, foot, head, hoof, horn, leg, meat, mouth, muzzle, nose, skin, snout, spot, stomach, udder	Oriental, criminal, great, historic, invariable, land-based, major, memorable, same, similar, specialized, subjective, systematic, understanding, wide	Brahmin, antiquity, barrio, birth, broccoli, cheque, commandment, crew, directive, drug, eighty, expansion, expressway, face, finale, fx, indigence, int, iron, linkage, mailer, memorial, mon, neighborhood, nomen, occurrence, payroll, petition, print, reason, relativism, replica, reply, riches, righteousness, satisfaction, schedule, shui, sun, third, toe, top, transference, valve, weakness	adapt, bottom, contradict, equip, exhaust, focus, follow, inflict, life-changing, like, over-estimate, relive, share, size, spread, star, swear
Baroni-2011-200-88	88	coyote	912	COYOTE	ground_mammal	American, aggressive, brown, carnivorous, dangerous, fast, old, red, wild, young	bear, beaver, bull, cat, cow, deer, dog, dolphin, donkey, elephant, fox, giraffe, goat, gorilla, horse, hyena, jackal, lion, pig, rabbit, rat, sheep, squirrel, tiger, whale, wolf	attack, bark, breathe, chase, die, drink, eat, frighten, howl, hunt, kill, live, run, shoot, sleep, walk	animal, beast, canine, carnivore, chordate, creature, mammal, predator, vertebrate	ear, eye, fur, head, leg, mouth, muzzle, nose, snout, tail, tooth	English, acidic, bare, big, increased, large, magnetic, secure, third	B, Host, Monday, acoustics, amygdala, bar, castration, cooking, cry, cure, debut, diagnostic, dispensation, dynamics, engineer, excavation, excess, fire, fleet, game, gene, hemisphere, income, initiation, major, modeller, p, petal, porthole, present, privilege, protectorate, quesadillas, reach, recreation, regiment, resort, sensor, surprise, tambourine, titanium, wine	censor, contain, coordinate, form, hope, import, mix, raise, register, require, roll, smoke, speak, submit, tender
Baroni-2011-200-89	89	deer	1936	DEER	ground_mammal	big, brown, edible, fast, herbivorous, large, old, timid, wild, young	bear, beaver, bull, cat, cow, coyote, dog, dolphin, donkey, elephant, fox, giraffe, goat, gorilla, horse, impala, lion, moose, pig, rabbit, rat, reindeer, sheep, squirrel, tiger, whale	breathe, chase, die, drink, eat, feed, graze, hop, hunt, jump, kill, live, poach, run, stalk, walk	animal, beast, chordate, creature, herbivore, mammal, ruminant, ungulate, vertebrate	antler, ear, eye, flesh, foot, fur, head, hoof, leg, meat, mouth, muzzle, nose, snout, tail, withers	anomalous, appropriate, budding, competitive, fine, future, new	ambience, box, brew, budgeting, bullshit, cabin, capo, cappuccino, certificate, cloudburst, commitment, composition, contortion, correlation, duchy, dust, editor, frustration, handrail, hr, hut, infiltration, lymphoma, manner, mutuality, neoplasm, pixel, quantum, ray, reductase, remover, shame, spacecraft, style, suppression, telephone, theatricality, trend, viewer, workplace, worship, xml, y, youngster	brace, centre, complete, explode, find, marry, operate, overhear, play, pledge, repair, seize, sell, stagger
Baroni-2011-200-90	90	donkey	1862	DONKEY	ground_mammal	big, brown, domestic, friendly, gray, grey, hard-working, herbivorous, large, old, powerful, strong, stubborn, useful, young	bear, beaver, bull, cat, cow, coyote, deer, dog, dolphin, elephant, fox, giraffe, goat, gorilla, horse, lion, mule, pig, rabbit, rat, sheep, squirrel, tiger, whale	bray, breathe, breed, carry, die, drink, eat, farm, feed, graze, groom, kick, live, mount, pull, ride, run, saddle, shoe, stable, stand, tether, trot, walk, whip, work	animal, beast, chordate, creature, herbivore, mammal, ungulate, vertebrate	bit, bridle, ear, eye, foot, hair, head, hoof, horseback, leg, mane, mouth, muzzle, neck, nose, rein, saddle, shoe, snout, stomach, tail, withers	French, dysfunctional, inflationary, logical, necessary, new, overweight, particular, public, registered, simple, unnecessary	Hinduism, Nordic, aesthetic, artillery, bannister, cinema, closeness, compromise, condition, control, cutting, dialogue, door, dose, escort, fiefdom, fighter, ge, goal, groundsman, heater, inflorescence, initiative, investigator, meantime, modality, online, pane, policeman, punishment, rail, reaction, read, rise, scope, screenwriting, scripture, thigh, tournament, und, waistcoat, weighting, wickedness, willingness, workout	abash, attain, celebrate, coincide, contrast, die-cast, distribute, escort, exercise, express, extract, fashion, go, let, oppose, pay, play, re-appointed, shave, twitch, veil, vent, wall
Baroni-2011-200-91	91	elephant	1290	ELEPHANT	ground_mammal	African, Asian, Indian, big, endangered, giant, gray, grey, heavy, huge, large, old, white, wild, young	bear, beaver, bull, cat, cow, coyote, deer, dog, dolphin, donkey, fox, giraffe, goat, gorilla, hippo, hippopotamus, horse, lion, mammoth, pig, rabbit, rat, rhino, rhinoceros, sheep, squirrel, tiger, whale	breathe, carry, chase, die, drink, eat, feed, hunt, kill, live, ride, save, tame, trumpet, walk	animal, beast, chordate, creature, herbivore, mammal, vertebrate	ear, eye, head, leg, mouth, muzzle, nose, proboscis, skin, snout, tail, tooth, trunk, tusk	circular, crucial, dramatic, free, illegitimate, key, least, mental, necessary, organic, overnight, recent, small	RAF, accountant, alcohol, amplifier, basic, co-conspirator, comparison, compliance, coriander, drainage, excitement, fingerboard, firebox, golfer, hole, in-form, inter-relationship, isp, jail, legionary, legislation, mac, multicast, parameter, passion, plane, poinsettia, pork, profile, redness, retrovirus, rioting, rumor, satisfaction, spleen, tax, testimony, transmission, triumph, vegetable, worship	arrest, burgeon, catch, comment, enlist, insist, produce, put, relate, relegate, shave, sound
Baroni-2011-200-92	92	fox	1312	FOX	ground_mammal	brown, carnivorous, clever, cunning, fast, little, old, red, silver, sly, small, smart, wild, young	bear, beaver, bull, cat, cow, coyote, deer, dog, dolphin, donkey, elephant, giraffe, goat, gorilla, horse, hyena, jackal, lion, pig, rabbit, rat, sheep, squirrel, tiger, whale, wolf	bark, breathe, catch, chase, die, drink, eat, hide, hunt, kill, live, shoot, walk	animal, beast, canine, carnivore, chordate, creature, mammal, predator, vertebrate	ear, eye, fur, head, leg, mouth, muzzle, nose, snout, tail, tooth	comprehensive, eclectic, financial, guilty, interim, legal, long, megalithic, rich, vegetative	UFO, Urdu, accolade, altar, attorney, audit, bin, bottle, bowl, broadsword, carpospore, chemical, elector, elegance, exhaust, filter, flour, gout, highway, jersey, lustre, motorway, notebook, oceanography, pink, progress, property, psu, quiz, relevance, resource, scoter, season, stability, sub-committee, taste, tonight, trustee, variety, warning	agree, alternate, attach, defeat, desire, draw, entertain, extract, gain, let, think
Baroni-2011-200-93	93	giraffe	3089	GIRAFFE	ground_mammal	African, big, brown, herbivorous, large, long, old, orange, tall, wild, yellow, young	bear, beaver, bull, cat, cow, coyote, deer, dog, dolphin, donkey, elephant, fox, goat, gorilla, horse, lion, okapi, pig, rabbit, rat, sheep, squirrel, tiger, whale, zebra	breathe, catch, chase, die, drink, eat, graze, live, poach, run, walk	animal, beast, chordate, creature, herbivore, mammal, ungulate, vertebrate	ear, eye, foot, head, hoof, leg, mouth, muzzle, neck, nose, skin, snout, spot, tail, tongue, tooth	available, deceitful, ethnic, final, more, outstanding, royal, scholarly, unsuccessful	Borehole, assessor, beefburger, cargo, coalition, defamation, elearning, emergency, enjoyment, fisherman, force, grant, grin, heartache, horizon, iv, jukebox, kingdom, leisure, lounge, master, monk, mustache, nil, off-road, option, oven, pensioner, pluralist, potassium, pp, premise, press, scientist, scratch, seizure, shore, spiritualism, technique, tobacco, trade, violin	anoint, consult, copyright, dominate, need, travel, treat, voice
Baroni-2011-200-94	94	goat	1502	GOAT	ground_mammal	big, black, domestic, edible, herbivorous, large, old, peaceful, small, white, wild, young	antelope-, bear-, beaver-, bull-, cat-, cow-, coyote-, deer-, dog-, dolphin-, donkey-, elephant-, fox-, giraffe-, gorilla-, horse-, ibex-, lion-, pig-, rabbit-, rat-, sheep-, squirrel-, tiger-, whale	bleat, breathe, breed, chase, die, drink, eat, farm, feed, graze, herd, hunt, jump, live, milk, run, shoot, sleep, tether, walk	animal, beast, chordate, creature, food, herbivore, mammal, ruminant, ungulate, vertebrate	beard, ear, eye, flesh, foot, head, hoof, horn, leg, meat, mouth, muzzle, nose, snout, tail, trotter, udder, withers	Neolithic, added, annual, different, exclusive, hermetic, holy, long, more, next, various	Victorian, activity, animation, authority, bannister, benediction, bloggers, celebrity, charcoal, dam, denture, dimorphism, drama, driveway, edition, embassy, fix, gap, harmonic, immigrant, leukocytes, linen, mini-roundabout, moderation, musical, newspaper, occlusion, overhaul, parasite, preceptor, predicate, print, prototype, public, pupil, rent, right, shelf-life, sleeve, somebody, spot, steam, stonemason, talent, taxation, terrorist, thermosphere, township, vibration	assail, assert, astonish, burn, catalogue, deceive, erect, incline, increase, influence, intimate, mix, repeal, request, seek, slip, split, suggest, turn, wrought
Baroni-2011-200-95	95	gorilla	3144	GORILLA	ground_mammal	African, big, black, dangerous, endangered, huge, intelligent, large, long, old, smart, strong, tall, wild, young	baboon, bear, beaver, bonobo, bull, cat, chimp, chimpanzee, cow, coyote, deer, dog, dolphin, donkey, elephant, fox, giraffe, goat, horse, lion, orangutan, pig, rabbit, rat, sheep, squirrel, tiger, whale	attack, breathe, chase, climb, communicate, die, drink, eat, frighten, hunt, kill, learn, live, poach, protect, run, save, shoot, sleep, teach, walk	animal, ape, beast, chordate, creature, mammal, primate, vertebrate	arm, ear, eye, foot, fur, hair, hand, head, leg, mouth, muzzle, neck, nose, snout, tooth	Georgian, bad, constructive, full, last, mum, potential, second, several, sexual, small, stunning, total, valuable	accordionist, anchor, appreciation, arcade, barge, barrier, bell, billboard, brother-in-law, cash, cathode, coal, contract, din, disability, dose, dune, fin, function, headboard, humor, impression, insistence, kicker, licence, lock-in, mechanical, proposal, psychology, pub, puree, qualifier, ramp, recreation, reinforcement, route, sailor, sham, snowdrift, speech, sugar, terminus, transgender, trial, wastage, water, weight, window	afford, alter, confiscate, consider, cover, disclose, dispose, explode, form, formulate, incur, offer, operate, organise, participate, result, situate, target, thank, watch, wish
