ID	NUMBER	RANK	STABILITY_SCORE	GERMAN	NELEX_ID	ENGLISH	RUSSIAN	GERMAN_ANNOTATION	ENGLISH_ANNOTATION	RUSSIAN_ANNOTATION	CONCEPTICON_GLOSS	CONCEPTICON_ID	NOTE
Dellert-2017-1016-831	831	530	-0.093607	zurücklassen	zurücklassen::V	leave	оставить	BSP:einen Mantel zu Hause	EX:a coat at home	НАПР:пальто дома	LEAVE	1752	
Dellert-2017-1016-832	832	215	-1.170692	verlieren	verlieren::V	lose	потерять	BSP:einen Schlüssel	EX:a key	НАПР:ключ	LOSE	1660	
Dellert-2017-1016-833	833	759	-0.079748	fallen lassen	fallen lassen::V	drop	уронить	aus den Händen	let fall from one's hands	выпустить из рук	DROP (SOMETHING)	2866	
Dellert-2017-1016-834	834	294	-1.168211	machen	machen::V	make	сделать	anfertigen, hervorrufen	create, bring about	совершить, изготовить	MAKE	734	
Dellert-2017-1016-835	835	828	-0.054193	herstellen	herstellen::V	produce	изготовить	produzieren	manufacture	произвести	PRODUCE	2886	
Dellert-2017-1016-836	836	844	-0.009776	bauen	bauen::V	build	строить	BSP:ein Haus	EX:a house	НАПР:дом	BUILD	1840	
Dellert-2017-1016-837	837	729	-0.043419	reparieren	reparieren::V	repair, mend	чинить	BSP:ein Auto	EX:a car	НАПР:машину	REPAIR	2243	
Dellert-2017-1016-838	838	801	-0.048424	verbessern	verbessern::V	improve	улучшить	besser machen	make better	сделать лучше	IMPROVE (SOMETHING)	2872	
Dellert-2017-1016-839	839	456	-1.179458	ändern	ändern::V	alter	изменить	anders machen	make different	сделать иным	CHANGE	1264	
Dellert-2017-1016-840	840	157	-1.166593	graben	graben::V	dig	копать, рыть	in Erde	in earth	землю	DIG	1418	
Dellert-2017-1016-841	841	523	-1.118683	beugen	beugen::V	bow	согнуть	BSP:den Arm	EX:the arm	НАПР:руку	BEND	2004	
Dellert-2017-1016-842	842	286	-1.192001	biegen	biegen::V	bend	погнуть	BSP:ein Rohr	EX:a pipe	НАПР:трубу	BEND (SOMETHING)	2224	
Dellert-2017-1016-843	843	604	-0.04799	drehen	drehen::V	spin	вертеть	BSP:einen Spieß	EX:a skewer	НАПР:вертел	TURN (SOMETHING)	1445	
Dellert-2017-1016-844	844	647	-0.044863	wenden	wenden::V	turn over	перевернуть	BSP:Pfannkuchen, Fleischstücke	EX:pancakes, pieces of meat	положить на другую сторону, НАПР:блины, куски мяса	TURN (SOMETHING)	1445	
Dellert-2017-1016-845	845	967	0.02789	umdrehen	umdrehen::V	turn, turn around	повернуть, поворачивать	BSP:die Hand	EX:palm	НАПР:ладонь	TURN AROUND	1444	
Dellert-2017-1016-846	846	221	-1.150496	heben	heben::V	raise	поднимать	BSP:die Hand	EX:one's hand	переместить в верхнее положение, НАПР:руку, голову	LIFT	501	
Dellert-2017-1016-847	847	504	-1.173664	hochheben	hochheben::V	lift	поднять	BSP:eine Kiste	EX:a box	что-то тяжёлое, НАПР:ящик	LIFT	501	
Dellert-2017-1016-848	848	860	-0.013547	ergreifen	ergreifen::V	seize	схватить	in die Hand nehmen, BSP:ein Messer	grab, EX:a knife	хватать, НАПР:нож	GRASP	2021	
Dellert-2017-1016-849	849	93	-2.260106	halten	halten::V	hold	держать	in Händen	in one's hands	в руках	HOLD	1448	
Dellert-2017-1016-850	850	364	-1.103148	drücken	drücken::V	press	нажимать	Druck erzeugen auf	exert weight or force against	надавливать	PRESS	1913	
Dellert-2017-1016-851	851	868	-0.087342	schieben	schieben::V	push	толкать	BSP:eine Kiste	shove, EX:a box	НАПР:ящик	PUSH	1452	
Dellert-2017-1016-852	852	807	-0.040778	kratzen	kratzen::V	scrape	скрести	BSP:mit Messer auf Teller	EX:a plate using a knife	НАПР:ножом по тарелке	SCRAPE	1767	
Dellert-2017-1016-853	853	148	-2.202041	lecken	lecken::V	lick	лизать	BSP:eine Wunde	EX:a wound	НАПР:рану	LICK	319	
Dellert-2017-1016-854	854	266	-1.139337	beißen	beißen::V	bite	кусать, укусить	BSP:ein Kind, von einem Hund	EX:a child, of a dog	НАПР:собака укусила ребёнка	BITE	1403	
Dellert-2017-1016-855	855	522	-1.119245	abreißen	abreißen::V	tear off	оторвать	BSP:Arm einer Puppe	EX:a doll's arm	НАПР:руку у куклы	TEAR (SHRED)	1735	
Dellert-2017-1016-856	856	760	-0.078726	abschneiden	abschneiden::V	cut off	отрезать	BSP:ein Stück Kuchen	EX:a piece of cake	НАПР:кусок пирога	CUT	1432	
Dellert-2017-1016-857	857	52	-2.272992	binden	binden::V	tie	связать	BSP:mit einem Seil	EX:using a rope	НАПР:верёвкой	TIE	1917	
Dellert-2017-1016-858	858	649	-0.038414	stecken	stecken::V	stick	воткнуть	hineinstecken, BSP:Zweig in Loch	EX:a twig into a hole	НАПР:палку в землю	STICK	1295	
Dellert-2017-1016-859	859	209	-1.178073	brechen	brechen::V	break	сломать	BSP:einen Knochen	EX:a bone	НАПР:кость	BREAK (DESTROY OR GET DESTROYED)	680	
Dellert-2017-1016-860	860	790	-0.092148	klopfen	klopfen::V	knock	стучать	BSP:an eine Wand	EX:on a wall	НАПР:по стене	KNOCK	2396	
Dellert-2017-1016-861	861	322	-1.190448	hauen	hauen::V	hit	ударить	BSP:auf einen Tisch	on purpose, EX:a table	EX:по столу	HIT	1433	
Dellert-2017-1016-862	862	609	-0.041727	kleben	kleben::V	glue	клеить, приклеить	BSP:ein Plakat an eine Wand	EX:a poster to a wall	НАПР:афишу к стене	GLUE	1069	
Dellert-2017-1016-863	863	366	-1.196142	reiben	reiben::V	rub	тереть	reiben an, BSP:das Glas mit einem Tuch	EX:glass with a rag	НАПР:мехом о камень	RUB	1449	
Dellert-2017-1016-864	864	329	-1.177395	streichen	streichen::V	spread	намазать	aufstreichen, BSP:Fett auf Oberfläche	EX:fat on a surface	НАПР:жир на поверхность	SPREAD OUT	38	
Dellert-2017-1016-865	865	626	-0.09971	schleifen	schleifen::V	sharpen	точить	BSP:ein Messer	EX:a knife	НАПР:нож	SHARPEN (SOMETHING)	251	
Dellert-2017-1016-866	866	293	-1.170564	schneiden	schneiden::V	cut	резать	BSP:Papier	EX:paper	НАПР:бумагу	CUT	1432	
Dellert-2017-1016-867	867	929	0.05263	rütteln	rütteln::V	jog	шатать	BSP:an einer Tür	EX:on a door	НАПР:дверь	JOG (SOMETHING)	2899	
Dellert-2017-1016-868	868	474	-1.139991	schütteln	schütteln::V	shake	трясти	BSP:eine Flasche	EX:a bottle	НАПР:бутылку	SHAKE	1909	
Dellert-2017-1016-869	869	520	-1.125247	schwenken	schwenken::V	swing	махать	BSP:eine Fahne, ein Tuch	EX:a flag, cloth	НАПР:знаменем, платком	SWING (SOMETHING)	2901	
Dellert-2017-1016-870	870	283	-1.100002	schütten	schütten::V	pour	налить	BSP:Wasser in ein Glas	EX:water into a glass	НАПР:воду в стакан	POUR	1487	
Dellert-2017-1016-871	871	200	-1.11008	füllen	füllen::V	fill	наполнить	BSP:ein Glas mit Wasser	EX:a glass with water	НАПР:стакан водой	FILL	2006	
Dellert-2017-1016-872	872	505	-1.17274	einwickeln	einwickeln::V	wrap	завернуть	BSP:einen Fisch mit Papier	EX:a fish in paper	НАПР:рыбу в бумагу	WRAP	1113	
Dellert-2017-1016-873	873	371	-1.185959	tragen	tragen::V	carry	нести	BSP:eine Kiste	EX:a box	НАПР:ящик	CARRY	700	
Dellert-2017-1016-874	874	736	-0.025092	schleppen	schleppen::V	drag	тащить	BSP:Baumstamm	EX:the trunk of a tree	НАПР:ствол дерева	DRAG	2030	
Dellert-2017-1016-875	875	219	-1.160575	ziehen	ziehen::V	pull	тянуть	BSP:an einer Schnur	EX:a rope	НАПР:верёвку	PULL	1455	
Dellert-2017-1016-876	876	635	-0.081575	aufbewahren	aufbewahren::V	keep	хранить	BSP:Lebensmittel Geld	EX:food, money	НАПР:продукты, деньги	KEEP	1477	
Dellert-2017-1016-877	877	723	-0.054351	werfen	werfen::V	throw	бросать	BSP:einen Ball	EX:a ball	НАПР:мяч	THROW	1456	
Dellert-2017-1016-878	878	285	-1.192343	fangen	fangen::V	catch	ловить	auffangen, BSP:Ball	EX:a ball	НАПР:мяч	CATCH	702	
Dellert-2017-1016-879	879	873	-0.045431	packen	packen::V	grab	схватить	BSP:jemandes Arm	EX:someone's arm	НАПР:за руку	SEIZE	855	
Dellert-2017-1016-880	880	410	-1.188558	verstecken	verstecken::V	hide	спрятать				HIDE (CONCEAL)	602	
Dellert-2017-1016-881	881	150	-1.194771	teilen	teilen::V	divide	разделить	zerteilen	split into parts	разъединить	DIVIDE	1119	
Dellert-2017-1016-882	882	337	-1.159681	schicken	schicken::V	send	посылать	BSP: einen Brief	EX:a letter	НАПР:письмо	SEND	1127	
Dellert-2017-1016-883	883	145	-2.2139	bringen	bringen::V	bring	принести				BRING	692	
Dellert-2017-1016-884	884	750	-0.091771	hinzufügen	hinzufügen::V	add	добавить				ADD	2882	
Dellert-2017-1016-885	885	102	-2.221503	bekommen	bekommen::V	get	достать	beschaffen, sich verschaffen	obtain, EX:an important item		GET	694	
Dellert-2017-1016-886	886	251	-1.176509	erhalten	erhalten::V	receive	получить	empfangen	be given		GET	694	
Dellert-2017-1016-887	887	11	-3.337664	nehmen	nehmen::V	take	взять				TAKE	1749	
Dellert-2017-1016-888	888	233	-1.126605	wählen	wählen::V	choose	выбрать	die Wahl haben zwischen			CHOOSE	1750	
Dellert-2017-1016-889	889	437	-1.125686	auswählen	auswählen::V	select	отобрать	sich entscheiden zwischen, aussuchen			CHOOSE	1750	
Dellert-2017-1016-890	890	769	-0.052355	bewahren	bewahren::V	preserve	сохранить	aufrechterhalten, unverändert lassen			PRESERVE	1997	
Dellert-2017-1016-891	891	948	0.067861	behindern	behindern::V	hinder	препятствовать			НАПР:движению	HINDER	554	
Dellert-2017-1016-892	892	886	0.02841	verderben	verderben::V	spoil	испортить	BSP:Laune	EX:the mood	НАПР:настроение	SPOIL (SOMEBODY OR SOMETHING)	92	
Dellert-2017-1016-893	893	859	-0.017062	beschädigen	beschädigen::V	damage	повредить	BSP:Haus, Fahrzeug	EX:a house, a vehicle	НАПР:дом, машину	DAMAGE	1116	
Dellert-2017-1016-894	894	535	-0.082461	zerbrechen	zerbrechen::V	break	разбить	BSP:einen Teller	EX:a plate	НАПР:тарелку	BREAK (CLEAVE)	2558	
Dellert-2017-1016-895	895	513	-1.145133	zerreißen	zerreißen::V	tear	разорвать	BSP:Lappen	EX:a cloth	НАПР:тряпку	TEAR (SHRED)	1735	TEAR (SHRED) is described as “tear apart from” (see abreißen::V), and not as “shred”
Dellert-2017-1016-896	896	818	-0.075699	zerstören	zerstören::V	destroy	разрушить	BSP:Dorf	EX:a village	НАПР:село	DESTROY	681	
Dellert-2017-1016-897	897	289	-1.183587	verbrennen	verbrennen::V	burn	сжечь	BSP:Papier, Holz	EX:paper, wood	НАПР:бумагу, дрова	BURN (SOMETHING)	141	
Dellert-2017-1016-898	898	2	-3.382883	geben	geben::V	give	дать	allgemein, BSP:Gegenstand			GIVE	1447	
Dellert-2017-1016-899	899	309	-1.139581	reichen	reichen::V	hand	передать	hinüberreichen, BSP:dsa Salz bei Tisch	BSP:salt at table	НАПР:соль за столом	HAND	1277	
Dellert-2017-1016-900	900	745	-0.004299	schenken	schenken::V	give	дарить	BSP:ein Buch	as a present, EX:a book	НАПР:книгу	DONATE	196	
Dellert-2017-1016-901	901	811	-0.021625	versprechen	versprechen::V	promise	обещать				PROMISE	1675	
Dellert-2017-1016-902	902	588	-0.075626	wünschen	wünschen::V	wish	желaть	jm etwas, BSP:Glück	ЕX:luck	НАПР:счастья	WANT	1784	
Dellert-2017-1016-903	903	261	-1.142721	loben	loben::V	praise	хвалить				PRAISE	1687	
Dellert-2017-1016-904	904	724	-0.051244	küssen	küssen::V	kiss	целовать				KISS	578	
Dellert-2017-1016-905	905	615	-0.033801	wiegen	wiegen::V	rock	качать	ein Kind in den Schlaf	a child	ребёнка	STONE OR ROCK	2125	
Dellert-2017-1016-906	906	308	-1.141124	zudecken	zudecken::V	cover	накрыть	BSP:ein Kind mit einer Decke	EX:a child with a blanket	НАПР:ребёнка одеялом	COVER	761	
Dellert-2017-1016-907	907	388	-1.142837	wecken	wecken::V	wake	разбудить				WAKE UP	1602	
Dellert-2017-1016-908	908	340	-1.154715	zeigen	zeigen::V	show	показать				SHOW	1039	
Dellert-2017-1016-909	909	508	-1.157343	führen	führen::V	guide	вести	BSP:ans Ziel	EX:to one's destination	НАПР:к цели	LEAD (GUIDE)	43	not distinct from LEAD (GUIDE)
Dellert-2017-1016-910	910	369	-1.191239	lehren	lehren::V	teach	учить	beibringen, BSP:Schwimmen, Nähen	EX:to swim, to sew	НАПР:плавать, шитью	TEACH	709	
Dellert-2017-1016-911	911	704	-0.01729	unterrichten	unterrichten::V	instruct	преподавать, обучать	BSP:Kinder	EX:children	НАПР:детям	TEACH	709	
Dellert-2017-1016-912	912	764	-0.065493	aufziehen	aufziehen::V	bring up	растить	großziehen, BSP:ein Kind	raise, ЕX:a child	НАПР:ребёнка	RAISE (A CHILD)	2134	
Dellert-2017-1016-913	913	796	-0.071896	leiten	leiten::V	lead	руководить	anführen			LEAD (GUIDE)	43	
Dellert-2017-1016-914	914	924	0.008072	antreiben	antreiben::V	urge	подгонять	zur Eile treiben		торопить	URGE (SOMEONE)	2881	
Dellert-2017-1016-915	915	814	-0.008394	lassen	lassen::V	let	заставить			кого-либо сделать что-то	CAUSE TO (LET)	2896	
Dellert-2017-1016-916	916	557	-0.047427	einladen	einladen::V	invite	пригласить	nach Hause	to one's place	домой	INVITE	1611	
Dellert-2017-1016-917	917	816	-0.081565	vereinigen	vereinigen::V	unite	объединить				JOIN	1743	
Dellert-2017-1016-918	918	962	0.099967	besuchen	besuchen::V	visit	повидать, посетить	BSP:einen Freund	EX:a friend	НАПР:друга	VISIT	1377	
Dellert-2017-1016-919	919	758	-0.081395	treffen	treffen::V	meet	встретить	jemanden	someone	кого-то	MEET	1831	not MEET
Dellert-2017-1016-920	920	833	-0.038883	sich versammeln	sich versammeln::V	assemble	собраться	von einer Gruppe	of a group	о группе	MEET	1831	
Dellert-2017-1016-921	921	439	-1.120828	spielen	spielen::V	play	играть	BSP:von Kindern	EX:of children	НАПР:о детях	PLAY	1413	
Dellert-2017-1016-922	922	275	-1.120117	singen	singen::V	sing	петь				SING	1261	
Dellert-2017-1016-923	923	685	-0.052985	tanzen	tanzen::V	dance	плясать, танцевать				DANCE	1879	
Dellert-2017-1016-924	924	893	0.06391	sich trennen	sich trennen::V	separate	разойтись	verschiedener Wege gehen	part ways		SEPARATE	1359	
Dellert-2017-1016-925	925	376	-1.175487	verlassen	verlassen::V	leave	покинуть	jemanden	someone	кого-то	LEAVE	1752	
Dellert-2017-1016-926	926	658	-0.021409	retten	retten::V	rescue	спасти	jemanden	someone	кого-то	RESCUE	2008	
Dellert-2017-1016-927	927	737	-0.023238	bewachen	bewachen::V	guard	охранять	BSP:Gebäude	EX:a building	НАПР:здание	GUARD	1940	POS
Dellert-2017-1016-928	928	748	-0.094972	schützen	schützen::V	protect	уберегать	Person	a person	человека	PROTECT	2900	
Dellert-2017-1016-929	929	700	-0.023868	verteidigen	verteidigen::V	defend	защитить	BSP:Stadt, Staat	EX:city, state	НАПР:город, государство	DEFEND	1330	
Dellert-2017-1016-930	930	546	-0.067805	sich schlagen	sich schlagen::V	brawl	драться	sich prügeln			BRAWL (FIGHT)	2902	
Dellert-2017-1016-931	931	350	-1.13346	schießen	schießen::V	shoot	стрелять	BSP:mit einem Gewehr	EX:with a gun	НАПР:из ружья	SHOOT	1172	
Dellert-2017-1016-932	932	515	-1.13437	siegen	siegen::V	win	победить				WIN	866	
Dellert-2017-1016-933	933	955	0.005035	ärgern	ärgern::V	annoy	сердить				MAKE ANGRY (ANNOY)	2892	
Dellert-2017-1016-934	934	558	-0.046352	schlagen	schlagen::V	beat	ударить	jemanden	someone	кого-то	BEAT	1665	
Dellert-2017-1016-935	935	856	-0.024994	treten	treten::V	kick	пнуть	jemanden, einen Hund	someone, a dog	кого-то, собаку	KICK	1135	
Dellert-2017-1016-936	936	606	-0.045148	stechen	stechen::V	sting	уколоть	BSP:mit einer Nadel	EX:with a needle	НАПР:иглой	STING	571	
Dellert-2017-1016-937	937	684	-0.056466	stoßen	stoßen::V	shove	толкнуть	jemanden	someone	кого-то	PUSH	1452	
Dellert-2017-1016-938	938	228	-1.13904	stehlen	stehlen::V	steal	украсть				STEAL	713	
Dellert-2017-1016-939	939	901	0.03309	stören	stören::V	disturb	помешать				DISTURB	2883	
Dellert-2017-1016-940	940	966	0.025794	belästigen	belästigen::V	bother	беспокоить, потревожить				BOTHER (HARASS)	2869	
Dellert-2017-1016-941	941	598	-0.061851	verbergen	verbergen::V	conceal	скрыть	BSP:eine Tatsache	EX:a fact	НАПР:факт	HIDE (CONCEAL)	602	
Dellert-2017-1016-942	942	862	-0.096565	täuschen	täuschen::V	deceive	обмануть	in die Irre führen		ввести в заблуждение	BETRAY	1902	
Dellert-2017-1016-943	943	961	0.079686	betrügen	betrügen::V	cheat	смошенничать	BSP:jemanden um Geld	EX:someone of money		BETRAY	1902	
Dellert-2017-1016-944	944	76	-2.228426	töten	töten::V	kill	убить				KILL	1417	
Dellert-2017-1016-945	945	324	-1.187722	wohnen	wohnen::V	dwell	проживать, жить				DWELL (LIVE, RESIDE)	363	
Dellert-2017-1016-946	946	650	-0.037503	arbeiten	arbeiten::V	work	работать				WORK (ACTIVITY)	1086	
Dellert-2017-1016-947	947	428	-1.144594	sammeln	sammeln::V	gather	собрать	BSP:Pilze, Beeren	EX:mushrooms, berries	НАПР:грибы, ягоды	GATHER	7	
Dellert-2017-1016-948	948	544	-0.069326	pflücken	pflücken::V	pick	рвать	BSP:einen Apfel	EX:an apple	НАПР:яблоко с дерева	PICK	2148	
Dellert-2017-1016-949	949	673	-0.096218	jagen	jagen::V	hunt	охотиться	auf die Jagd gehen			HUNT	1435	
Dellert-2017-1016-950	950	916	0.088242	fischen	fischen::V	fish	рыбачить		catch fish	ловить рыбу	FISHING	2638	
Dellert-2017-1016-951	951	416	-1.173761	fassen	fassen::V	catch	поймать	erbeuten, fangen	an animal	животное на охоте	CATCH	702	
Dellert-2017-1016-952	952	590	-0.072541	hüten	hüten::V	herd	пасти	Vieh	cattle	скот	HERD (SOMETHING)	2885	
Dellert-2017-1016-953	953	282	-1.104607	treiben	treiben::V	drive	гнать	Vieh	cattle	скот	DRIVE (CATTLE)	2868	
Dellert-2017-1016-954	954	276	-1.118999	anbinden	anbinden::V	tie up	привязать	ein Tier	an animal	животное	TIE UP (TETHER)	2891	
Dellert-2017-1016-955	955	528	-1.106449	füttern	füttern::V	feed	кормить	ein Tier	an animal	животное	FEED	739	
Dellert-2017-1016-956	956	249	-1.186193	melken	melken::V	milk	доить	eine Kuh	a cow	корову	DRAW MILK	93	
Dellert-2017-1016-957	957	621	-0.006171	hacken	hacken::V	chop	рубить	BSP:Kohl	EX:kale	НАПР:капусту	CHOP	155	
Dellert-2017-1016-958	958	323	-1.187874	gießen	gießen::V	water	полить	BSP:Blumen	EX:flowers	НАПР:цветы	POUR	1487	
Dellert-2017-1016-959	959	589	-0.072859	reifen	reifen::V	ripen	созреть	von einer Pflanze, einer Frucht	of a plant, of a fruit	о растении, о плоде	RIPEN	179	
Dellert-2017-1016-960	960	585	-0.0835	zubereiten	zubereiten::V	cook	приготовить	BSP:eine Speise	EX:a meal	НАПР:блюдо	COOK (SOMETHING)	1100	
Dellert-2017-1016-961	961	136	-2.247943	kochen	kochen::V	boil	варить	BSP:Gemüse	EX:vegetables	НАПР:овощи	BOIL (SOMETHING)	2492	
Dellert-2017-1016-962	962	475	-1.138628	backen	backen::V	bake	печь	BSP:Brot, einen Kuchen	EX:bread, a cake	НАПР:хлеб, пирог	BAKE	183	
Dellert-2017-1016-963	963	536	-0.080833	braten	braten::V	fry	жарить	BSP:Fleisch	EX:meat	НАПР:мясо	FRY	991	
Dellert-2017-1016-964	964	567	-0.029943	umrühren	umrühren::V	stir	помешать, перемешать	BSP:Suppe	EX:soup	НАПР:суп	STIR	696	
Dellert-2017-1016-965	965	419	-1.170283	stricken	stricken::V	knit	вязать	BSP:eine Jacke	EX:a jacket	НАПР:кофту	KNIT	2905	
Dellert-2017-1016-966	966	94	-2.257639	nähen	nähen::V	sew	шить				SEW	1457	
Dellert-2017-1016-967	967	820	-0.07341	färben	färben::V	dye	покрасить	BSP:Haare	EX:hair	НАПР:волосы	DYE	157	
Dellert-2017-1016-968	968	836	-0.03444	reinigen	reinigen::V	clean	очистить, почистить	BSP:mit einer Bürste	EX:using a brush	НАПР:щёткой	CLEAN (SOMETHING)	2235	
Dellert-2017-1016-969	969	101	-2.230289	waschen	waschen::V	wash	стирать	BSP:Wäsche	EX:clothes	НАПР:бельё	WASH	1453	
Dellert-2017-1016-970	970	622	-0.005718	abwischen	abwischen::V	wipe	вытереть				WIPE	1454	
Dellert-2017-1016-971	971	628	-0.093587	spülen	spülen::V	rinse	полоскать	BSP:Wäsche, Geschirr	EX:clothes, dishes	НАПР:бельё, посуду	RINSE	2904	
Dellert-2017-1016-972	972	408	-1.106639	fegen	fegen::V	sweep	подметать	BSP:Zimmer	EX:a room	НАПР:комнату	SWEEP	230	not SWEEP
Dellert-2017-1016-973	973	773	-0.034864	kehren	kehren::V	sweep	мести	BSP:Laub	EX:leaves	НАПР:листья, двор	SWEEP	230	
Dellert-2017-1016-974	974	576	-0.00615	baden	baden::V	bath	купаться	BSp:in einem Fluss	EX:in a river	НАПР:в реке	BATHE	138	
Dellert-2017-1016-975	975	424	-1.151453	sich waschen	sich waschen::V	wash	мыться				WASH	1453	
Dellert-2017-1016-976	976	755	-0.08271	ausziehen	ausziehen::V	take off	снять	BSP:den Mantel	EX:one's coat	НАПР:пальто	UNDRESS	1755	
Dellert-2017-1016-977	977	607	-0.044519	anziehen	anziehen::V	put on	надеть	BSP:den Mantel	EX:one's coat	НАПР:пальто	PUT ON	158	
Dellert-2017-1016-978	978	742	-0.009286	sich anziehen	sich anziehen::V	get dressed	одеться				DRESS UP	814	
Dellert-2017-1016-979	979	646	-0.051208	kämmen	kämmen::V	comb	причесать			кого-то, НАПР:дочь	COMB (VERB)	2070	
Dellert-2017-1016-980	980	809	-0.030631	schmücken	schmücken::V	decorate	украсить	BSP:ein Haus	EX:a house	НАПР:дом	DECORATE	1739	
Dellert-2017-1016-981	981	114	-2.258457	sagen	sagen::V	say	сказать				SAY	1458	
Dellert-2017-1016-982	982	345	-1.145579	sprechen	sprechen::V	speak	говорить				SPEAK	1623	
Dellert-2017-1016-983	983	812	-0.020568	reden	reden::V	talk	разговаривать				TALK	2708	
Dellert-2017-1016-984	984	987	0.092396	sich unterhalten	sich unterhalten::V	chat	беседовать				CHAT (WITH SOMEBODY)	2903	
Dellert-2017-1016-985	985	643	-0.056512	fragen	fragen::V	ask	спросить				ASK (INQUIRE)	1309	
Dellert-2017-1016-986	986	214	-1.171588	bitten	bitten::V	request	просить				ASK (REQUEST)	1828	
Dellert-2017-1016-987	987	829	-0.053267	erzählen	erzählen::V	tell	рассказать				TELL	1711	
Dellert-2017-1016-988	988	762	-0.070104	mitteilen	mitteilen::V	convey	сообщить				CONVEY (A MESSAGE)	2898	
Dellert-2017-1016-989	989	991	1.156512	nennen	nennen::V	name	назвать	benennen	give a name to	давать имя	CALL BY NAME	180	
Dellert-2017-1016-990	990	468	-1.147637	rufen	rufen::V	call	звать, позвать	herbeirufen	someone to come	кого-то	CALL	1084	
Dellert-2017-1016-991	991	998	1.120687	prahlen	prahlen::V	brag	хвастаться				BOAST	101	
Dellert-2017-1016-992	992	942	0.037371	übersetzen	übersetzen::V	translate	перевести	BSP:Text	EX:text	НАПР:текст	TRANSLATE	2906	
Dellert-2017-1016-993	993	577	-0.005234	denken	denken::V	think	думать				THINK (REFLECT)	1415	
Dellert-2017-1016-994	994	196	-1.125419	glauben	glauben::V	believe	верить				BELIEVE	1890	
Dellert-2017-1016-995	995	852	-0.049321	bemerken	bemerken::V	notice	заметить	merken, sich bewusst werden			NOTICE (SOMETHING)	2893	
Dellert-2017-1016-996	996	328	-1.183136	erkennen	erkennen::V	recognize	узна́ть	wiedererkennen			RECOGNIZE (SOMEBODY)	2870	
Dellert-2017-1016-997	997	771	-0.042509	begreifen	begreifen::V	grasp	пости́чь, поня́ть	verstandesmäßig	understand, become aware of the meaning of	усвоить смысл чего-либо	UNDERSTAND	1536	
Dellert-2017-1016-998	998	438	-1.123614	verstehen	verstehen::V	understand	услышать	akustisch, BSP:einen Zuruf	acoustically, EX:a call	НАПР:оклик	UNDERSTAND	1536	
Dellert-2017-1016-999	999	391	-1.137368	lernen	lernen::V	learn	учиться	BSP:zu nähen	EX:to sew	НАПР:шитью	LEARN	504	
Dellert-2017-1016-1000	1000	64	-2.294674	wissen	wissen::V	know	знать	Kenntnis haben von	be aware of	быть осведомленным о	KNOW (SOMETHING)	1410	
Dellert-2017-1016-1001	1001	864	-0.092023	sich erinnern an	sich erinnern an::V	remember	вспомнить	aus dem Gedächtnis zurückholen	recall from one's memory	вернуться мыслью к	REMEMBER	707	
Dellert-2017-1016-1002	1002	501	-1.177742	vergessen	vergessen::V	forget	забыть	die Erinnerung verlieren an	lose remembrance of	утратить воспоминание о	FORGET	1523	
Dellert-2017-1016-1003	1003	315	-1.109279	messen	messen::V	measure	мерить	BSP:die Höhe bestimmen von	EX:ascertain the height of	НАПР:определять величину чего-либо	MEASURE	1506	
Dellert-2017-1016-1004	1004	299	-1.151128	zählen	zählen::V	count	считать	die Anzahl bestimmen von	determine the number of	перечислять по порядку	COUNT	1420	
Dellert-2017-1016-1005	1005	680	-0.067109	rechnen	rechnen::V	calculate	считать	mit Zahlen	reckon	вычислять	CALCULATE	2867	
Dellert-2017-1016-1006	1006	79	-2.22331	lesen	lesen::V	read	читать	BSP:Buch	EX:a book	НАПР:книгу	READ	724	
Dellert-2017-1016-1007	1007	789	-0.092526	malen	malen::V	paint	рисовать	BSP:Bild	EX:a picture	НАПР:картину	PAINTING	2001	
Dellert-2017-1016-1008	1008	738	-0.021588	zeichnen	zeichnen::V	draw	рисовать	BSP:Linie	EX:a line	НАПР:линию	PAINTING	2001	
Dellert-2017-1016-1009	1009	168	-1.127829	schreiben	schreiben::V	write	писать	BSP:Brief	EX:a letter	НАПР:письмо	WRITE	1672	
Dellert-2017-1016-1010	1010	352	-1.127095	besitzen	besitzen::V	own	иметь	als Eigentum haben	possess	в своей собственности	OWN	684	
Dellert-2017-1016-1011	1011	139	-2.232848	kaufen	kaufen::V	buy	купить	BSP:Ware	EX:goods	НАПР:товар	BUY	1869	
Dellert-2017-1016-1012	1012	140	-2.229052	verkaufen	verkaufen::V	sell	продать	BSP:Ware	EX:goods	НАПР:товар	SELL	1571	
Dellert-2017-1016-1013	1013	198	-1.122012	bezahlen	bezahlen::V	pay for	заплатить	BSP:Ware	EX:goods	НАПР:за товар	PAY	718	
Dellert-2017-1016-1014	1014	235	-1.115766	zahlen	zahlen::V	pay	платить	BSP:im Restaurant	EX:in a restaurant	НАПР:в ресторане	PAY	718	
Dellert-2017-1016-1015	1015	899	0.018183	beherrschen	beherrschen::V	rule	владеть	BSP:Land	EX:country	НАПР:страной	RULE	1846	
Dellert-2017-1016-1016	1016	751	-0.091453	ertragen	ertragen::V	endure	вытерпеть	BSP:Schmerz	EX:pain	выдержать, НАПР:боль	ENDURE	833	
